millis,t_s,theta_deg,theta_dot_rads,phi_dot_rads,spin_rpm,v0_ms,altitude_m
41335,41.3352,8.5496,0.000016,50.016007,477.618,-13.3353,459.0182
41379,41.3786,8.5496,-0.000026,50.016000,477.618,-13.3353,458.4406
41422,41.4225,8.5496,0.000017,50.015996,477.618,-13.3353,457.8553
41466,41.4663,8.5496,0.000002,50.016008,477.618,-13.3353,457.2700
41509,41.5092,8.5496,-0.000021,50.015997,477.618,-13.3353,456.6988
41555,41.5550,8.5496,0.000025,50.016000,477.618,-13.3353,456.0881
41597,41.5971,8.5496,-0.000011,50.016007,477.618,-13.3353,455.5264
41639,41.6392,8.5496,-0.000011,50.015995,477.618,-13.3353,454.9646
41683,41.6826,8.5496,0.000023,50.016003,477.618,-13.3353,454.3864
41734,41.7343,8.5496,-0.000026,50.016002,477.618,-13.3353,453.6971
41778,41.7778,8.5496,0.000012,50.015995,477.618,-13.3353,453.1165
41821,41.8213,8.5496,0.000010,50.016008,477.618,-13.3353,452.5359
41864,41.8640,8.5496,-0.000025,50.015999,477.618,-13.3353,451.9669
41913,41.9133,8.5496,0.000026,50.015999,477.618,-13.3353,451.3093
41956,41.9562,8.5496,-0.000010,50.016008,477.618,-13.3353,450.7377
41999,41.9991,8.5496,-0.000014,50.015995,477.618,-13.3353,450.1661
42042,42.0418,8.5496,0.000026,50.016002,477.618,-13.3353,449.5961
42088,42.0878,8.5496,-0.000022,50.016005,477.618,-13.3353,448.9832
42134,42.1337,8.5496,0.000006,50.015994,477.618,-13.3353,448.3703
42176,42.1764,8.5496,0.000017,50.016007,477.618,-13.3353,447.8017
42220,42.2196,8.5496,-0.000026,50.016001,477.618,-13.3353,447.2247
42263,42.2633,8.5496,0.000017,50.015996,477.618,-13.3353,446.6427
42307,42.3069,8.5496,0.000003,50.016008,477.618,-13.3353,446.0606
42350,42.3497,8.5496,-0.000021,50.015997,477.618,-13.3353,445.4900
42396,42.3958,8.5496,0.000025,50.016000,477.618,-13.3353,444.8750
42438,42.4383,8.5496,-0.000011,50.016007,477.618,-13.3353,444.3088
42481,42.4807,8.5496,-0.000011,50.015995,477.618,-13.3353,443.7426
42524,42.5240,8.5496,0.000023,50.016003,477.618,-13.3353,443.1655
42575,42.5753,8.5496,-0.000026,50.016002,477.618,-13.3353,442.4813
42619,42.6188,8.5496,0.000012,50.015995,477.618,-13.3353,441.9018
42662,42.6622,8.5496,0.000011,50.016008,477.618,-13.3353,441.3223
42705,42.7049,8.5496,-0.000025,50.015999,477.618,-13.3353,440.7531
42755,42.7546,8.5496,0.000026,50.015999,477.618,-13.3353,440.0912
42797,42.7974,8.5496,-0.000009,50.016008,477.618,-13.3353,439.5198
42840,42.8403,8.5496,-0.000014,50.015995,477.618,-13.3353,438.9484
42883,42.8829,8.5496,0.000026,50.016002,477.618,-13.3353,438.3791
42929,42.9288,8.5496,-0.000022,50.016005,477.618,-13.3353,437.7682
42975,42.9746,8.5496,0.000005,50.015994,477.618,-13.3353,437.1573
43017,43.0172,8.5496,0.000017,50.016007,477.618,-13.3353,436.5894
43060,43.0605,8.5496,-0.000026,50.016001,477.618,-13.3353,436.0114
43104,43.1037,8.5496,0.000016,50.015996,477.618,-13.3353,435.4350
43147,43.1470,8.5496,0.000005,50.016008,477.618,-13.3353,434.8585
43190,43.1898,8.5496,-0.000022,50.015998,477.618,-13.3353,434.2875
43237,43.2366,8.5496,0.000025,50.016000,477.618,-13.3353,433.6630
43279,43.2794,8.5496,-0.000011,50.016007,477.618,-13.3353,433.0916
43322,43.3223,8.5496,-0.000010,50.015995,477.618,-13.3353,432.5202
43365,43.3655,8.5496,0.000023,50.016003,477.618,-13.3353,431.9441
43416,43.4164,8.5496,-0.000026,50.016003,477.618,-13.3353,431.2654
43460,43.4598,8.5496,0.000011,50.015995,477.618,-13.3353,430.6870
43503,43.5031,8.5496,0.000011,50.016008,477.618,-13.3353,430.1087
43546,43.5458,8.5496,-0.000025,50.015999,477.618,-13.3353,429.5393
43596,43.5958,8.5496,0.000027,50.015999,477.618,-13.3353,428.8731
43639,43.6386,8.5496,-0.000009,50.016008,477.618,-13.3353,428.3019
43681,43.6815,8.5496,-0.000014,50.015995,477.618,-13.3353,427.7307
43724,43.7241,8.5496,0.000026,50.016002,477.618,-13.3353,427.1620
43770,43.7698,8.5496,-0.000022,50.016005,477.618,-13.3353,426.5528
43815,43.8155,8.5496,0.000005,50.015994,477.618,-13.3353,425.9436
43858,43.8580,8.5496,0.000018,50.016007,477.618,-13.3353,425.3764
43901,43.9014,8.5496,-0.000026,50.016001,477.618,-13.3353,424.7976
43944,43.9443,8.5496,0.000015,50.015996,477.618,-13.3353,424.2262
43987,43.9871,8.5496,0.000006,50.016008,477.618,-13.3353,423.6548
44030,44.0299,8.5496,-0.000022,50.015998,477.618,-13.3353,423.0835
44077,44.0775,8.5496,0.000025,50.016000,477.618,-13.3353,422.4494
44121,44.1205,8.5496,-0.000011,50.016007,477.618,-13.3353,421.8753
44164,44.1636,8.5496,-0.000011,50.015995,477.618,-13.3353,421.3011
44207,44.2067,8.5496,0.000024,50.016003,477.618,-13.3353,420.7260
44258,44.2575,8.5496,-0.000026,50.016003,477.618,-13.3353,420.0488
44301,44.3008,8.5496,0.000011,50.015995,477.618,-13.3353,419.4717
44344,44.3441,8.5496,0.000012,50.016008,477.618,-13.3353,418.8947
44387,44.3867,8.5496,-0.000025,50.015999,477.618,-13.3353,418.3257
44437,44.4370,8.5496,0.000027,50.015999,477.618,-13.3353,417.6553
44480,44.4798,8.5496,-0.000009,50.016008,477.618,-13.3353,417.0850
44523,44.5225,8.5496,-0.000015,50.015995,477.618,-13.3353,416.5147
44565,44.5651,8.5496,0.000027,50.016002,477.618,-13.3353,415.9470
44610,44.6104,8.5496,-0.000021,50.016005,477.618,-13.3353,415.3425
44656,44.6558,8.5496,0.000003,50.015994,477.618,-13.3353,414.7381
44698,44.6982,8.5496,0.000019,50.016006,477.618,-13.3353,414.1720
44742,44.7419,8.5496,-0.000026,50.016001,477.618,-13.3353,413.5898
44784,44.7836,8.5496,0.000013,50.015995,477.618,-13.3353,413.0331
44825,44.8254,8.5496,0.000010,50.016007,477.618,-13.3353,412.4764
44868,44.8684,8.5496,-0.000023,50.015999,477.618,-13.3353,411.9030
44919,44.9186,8.5496,0.000026,50.015999,477.618,-13.3353,411.2337
44962,44.9619,8.5496,-0.000011,50.016007,477.618,-13.3353,410.6560
45005,45.0052,8.5496,-0.000011,50.015995,477.618,-13.3353,410.0783
45048,45.0480,8.5496,0.000025,50.016003,477.618,-13.3353,409.5073
45098,45.0984,8.5496,-0.000027,50.016003,477.618,-13.3353,408.8349
45141,45.1413,8.5496,0.000010,50.015994,477.618,-13.3353,408.2627
45184,45.1843,8.5496,0.000014,50.016008,477.618,-13.3353,407.6904
45227,45.2268,8.5496,-0.000026,50.016000,477.618,-13.3353,407.1224
45273,45.2728,8.5496,0.000022,50.015997,477.618,-13.3353,406.5093
45319,45.3188,8.5496,-0.000006,50.016008,477.618,-13.3353,405.8962
45361,45.3613,8.5496,-0.000017,50.015995,477.618,-13.3353,405.3292
45404,45.4044,8.5496,0.000026,50.016001,477.618,-13.3353,404.7541
45448,45.4479,8.5496,-0.000017,50.016006,477.618,-13.3353,404.1740
45491,45.4914,8.5496,-0.000004,50.015994,477.618,-13.3353,403.5939
45534,45.5341,8.5496,0.000022,50.016005,477.618,-13.3353,403.0244
45580,45.5804,8.5496,-0.000025,50.016002,477.618,-13.3353,402.4074
45623,45.6230,8.5496,0.000011,50.015995,477.618,-13.3353,401.8399
45666,45.6655,8.5496,0.000011,50.016007,477.618,-13.3353,401.2724
45709,45.7087,8.5496,-0.000023,50.015999,477.618,-13.3353,400.6963
45760,45.7602,8.5496,0.000026,50.015999,477.618,-13.3353,400.0105
45808,45.8083,8.5496,-0.000018,50.016007,477.618,-13.3353,399.3688
45852,45.8516,8.5496,-0.000006,50.015993,477.618,-13.3353,398.7909
45893,45.8934,8.5496,0.000025,50.016004,477.618,-13.3353,398.2331
45939,45.9392,8.5496,-0.000026,50.016003,477.618,-13.3353,397.6229
45981,45.9812,8.5496,0.000008,50.015994,477.618,-13.3353,397.0626
46023,46.0232,8.5496,0.000016,50.016007,477.618,-13.3353,396.5023
46066,46.0661,8.5496,-0.000026,50.016000,477.618,-13.3353,395.9301
46110,46.1104,8.5496,0.000018,50.015996,477.618,-13.3353,395.3400
46155,46.1546,8.5496,0.000001,50.016008,477.618,-13.3353,394.7499
46197,46.1974,8.5496,-0.000020,50.015997,477.618,-13.3353,394.1802
46243,46.2426,8.5496,0.000025,50.016000,477.618,-13.3353,393.5767
46284,46.2840,8.5496,-0.000011,50.016007,477.618,-13.3353,393.0243
46325,46.3255,8.5496,-0.000012,50.015995,477.618,-13.3353,392.4720
46369,46.3689,8.5496,0.000023,50.016003,477.618,-13.3353,391.8931
46416,46.4161,8.5496,-0.000021,50.016004,477.618,-13.3353,391.2638
46463,46.4632,8.5496,0.000010,50.015995,477.618,-13.3353,390.6346
46507,46.5067,8.5496,0.000011,50.016007,477.618,-13.3353,390.0546
46550,46.5500,8.5496,-0.000024,50.015999,477.618,-13.3353,389.4781
46601,46.6014,8.5496,0.000027,50.015999,477.618,-13.3353,388.7922
46649,46.6493,8.5496,-0.000018,50.016007,477.618,-13.3353,388.1541
46692,46.6925,8.5496,-0.000007,50.015993,477.618,-13.3353,387.5781
46734,46.7342,8.5496,0.000026,50.016004,477.618,-13.3353,387.0217
46780,46.7801,8.5496,-0.000027,50.016003,477.618,-13.3353,386.4093
46822,46.8221,8.5496,0.000007,50.015994,477.618,-13.3353,385.8494
46864,46.8641,8.5496,0.000017,50.016007,477.618,-13.3353,385.2894
46907,46.9070,8.5496,-0.000026,50.016001,477.618,-13.3353,384.7175
46951,46.9507,8.5496,0.000017,50.015996,477.618,-13.3353,384.1341
46994,46.9945,8.5496,0.000003,50.016008,477.618,-13.3353,383.5507
47037,47.0371,8.5496,-0.000022,50.015997,477.618,-13.3353,382.9818
47083,47.0830,8.5496,0.000025,50.016000,477.618,-13.3353,382.3695
47125,47.1254,8.5496,-0.000011,50.016007,477.618,-13.3353,381.8052
47168,47.1677,8.5496,-0.000011,50.015995,477.618,-13.3353,381.2408
47211,47.2109,8.5496,0.000023,50.016003,477.618,-13.3353,380.6643
47263,47.2627,8.5496,-0.000026,50.016003,477.618,-13.3353,379.9740
47311,47.3106,8.5496,0.000018,50.015995,477.618,-13.3353,379.3355
47354,47.3539,8.5496,0.000006,50.016009,477.618,-13.3353,378.7574
47396,47.3957,8.5496,-0.000025,50.015998,477.618,-13.3353,378.1997
47442,47.4416,8.5496,0.000026,50.015999,477.618,-13.3353,377.5883
47484,47.4836,8.5496,-0.000008,50.016008,477.618,-13.3353,377.0278
47526,47.5256,8.5496,-0.000016,50.015995,477.618,-13.3353,376.4672
47569,47.5686,8.5496,0.000026,50.016002,477.618,-13.3353,375.8950
47613,47.6127,8.5496,-0.000018,50.016006,477.618,-13.3353,375.3057
47657,47.6569,8.5496,-0.000001,50.015994,477.618,-13.3353,374.7163
47700,47.6997,8.5496,0.000021,50.016005,477.618,-13.3353,374.1467
47745,47.7450,8.5496,-0.000025,50.016002,477.618,-13.3353,373.5424
47787,47.7865,8.5496,0.000011,50.015995,477.618,-13.3353,372.9883
47828,47.8281,8.5496,0.000012,50.016007,477.618,-13.3353,372.4342
47871,47.8715,8.5496,-0.000023,50.015999,477.618,-13.3353,371.8556
47919,47.9188,8.5496,0.000022,50.015998,477.618,-13.3353,371.2246
47966,47.9661,8.5496,-0.000010,50.016007,477.618,-13.3353,370.5936
48010,48.0096,8.5496,-0.000011,50.015995,477.618,-13.3353,370.0139
48053,48.0527,8.5496,0.000024,50.016003,477.618,-13.3353,369.4390
48104,48.1036,8.5496,-0.000027,50.016003,477.618,-13.3353,368.7599
48147,48.1468,8.5496,0.000011,50.015994,477.618,-13.3353,368.1845
48190,48.1899,8.5496,0.000012,50.016008,477.618,-13.3353,367.6090
48232,48.2325,8.5496,-0.000026,50.015999,477.618,-13.3353,367.0412
48283,48.2830,8.5496,0.000027,50.015999,477.618,-13.3353,366.3672
48330,48.3301,8.5496,-0.000015,50.016008,477.618,-13.3353,365.7393
48373,48.3727,8.5496,-0.000011,50.015993,477.618,-13.3353,365.1709
48414,48.4143,8.5496,0.000028,50.016003,477.618,-13.3353,364.6166
48462,48.4617,8.5496,-0.000027,50.016004,477.618,-13.3353,363.9839
48504,48.5037,8.5496,0.000006,50.015993,477.618,-13.3353,363.4247
48546,48.5456,8.5496,0.000019,50.016007,477.618,-13.3353,362.8654
48588,48.5884,8.5496,-0.000027,50.016001,477.618,-13.3353,362.2947
48631,48.6307,8.5496,0.000014,50.015995,477.618,-13.3353,361.7313
48673,48.6729,8.5496,0.000009,50.016008,477.618,-13.3353,361.1679
48715,48.7154,8.5496,-0.000024,50.015999,477.618,-13.3353,360.6010
48764,48.7641,8.5496,0.000026,50.015999,477.618,-13.3353,359.9524
48807,48.8069,8.5496,-0.000009,50.016008,477.618,-13.3353,359.3807
48850,48.8498,8.5496,-0.000013,50.015995,477.618,-13.3353,358.8090
48893,48.8927,8.5496,0.000025,50.016002,477.618,-13.3353,358.2372
48939,48.9388,8.5496,-0.000022,50.016005,477.618,-13.3353,357.6220
48985,48.9850,8.5496,0.000007,50.015994,477.618,-13.3353,357.0067
49028,49.0277,8.5496,0.000016,50.016007,477.618,-13.3353,356.4365
49071,49.0710,8.5496,-0.000026,50.016000,477.618,-13.3353,355.8599
49115,49.1152,8.5496,0.000018,50.015996,477.618,-13.3353,355.2700
49159,49.1594,8.5496,0.000001,50.016008,477.618,-13.3353,354.6802
49202,49.2022,8.5496,-0.000020,50.015997,477.618,-13.3353,354.1094
49248,49.2475,8.5496,0.000025,50.016000,477.618,-13.3353,353.5053
49289,49.2889,8.5496,-0.000011,50.016007,477.618,-13.3353,352.9541
49330,49.3302,8.5496,-0.000012,50.015995,477.618,-13.3353,352.4029
49374,49.3737,8.5496,0.000023,50.016003,477.618,-13.3353,351.8231
49421,49.4210,8.5496,-0.000021,50.016004,477.618,-13.3353,351.1918
49468,49.4684,8.5496,0.000010,50.015995,477.618,-13.3353,350.5605
49512,49.5119,8.5496,0.000011,50.016007,477.618,-13.3353,349.9796
49555,49.5551,8.5496,-0.000024,50.015999,477.618,-13.3353,349.4035
49606,49.6060,8.5496,0.000026,50.015999,477.618,-13.3353,348.7246
49649,49.6493,8.5496,-0.000011,50.016007,477.618,-13.3353,348.1480
49693,49.6925,8.5496,-0.000012,50.015994,477.618,-13.3353,347.5713
49735,49.7351,8.5496,0.000025,50.016003,477.618,-13.3353,347.0030
49785,49.7853,8.5496,-0.000027,50.016003,477.618,-13.3353,346.3335
49828,49.8280,8.5496,0.000009,50.015994,477.618,-13.3353,345.7640
49871,49.8708,8.5496,0.000015,50.016007,477.618,-13.3353,345.1944
49913,49.9133,8.5496,-0.000027,50.016000,477.618,-13.3353,344.6267
49958,49.9584,8.5496,0.000021,50.015997,477.618,-13.3353,344.0253
50004,50.0035,8.5496,-0.000003,50.016008,477.618,-13.3353,343.4238
50046,50.0460,8.5496,-0.000019,50.015996,477.618,-13.3353,342.8580
50090,50.0898,8.5496,0.000026,50.016001,477.618,-13.3353,342.2730
50131,50.1307,8.5496,-0.000012,50.016007,477.618,-13.3353,341.7273
50172,50.1717,8.5496,-0.000012,50.015995,477.618,-13.3353,341.1817
50215,50.2148,8.5496,0.000024,50.016002,477.618,-13.3353,340.6061
50262,50.2618,8.5496,-0.000021,50.016004,477.618,-13.3353,339.9803
50309,50.3087,8.5496,0.000009,50.015995,477.618,-13.3353,339.3545
50352,50.3520,8.5496,0.000013,50.016007,477.618,-13.3353,338.7771
50395,50.3952,8.5496,-0.000024,50.015999,477.618,-13.3353,338.2005
50442,50.4420,8.5496,0.000022,50.015998,477.618,-13.3353,337.5762
50489,50.4889,8.5496,-0.000009,50.016008,477.618,-13.3353,336.9518
50532,50.5319,8.5496,-0.000013,50.015995,477.618,-13.3353,336.3778
50575,50.5749,8.5496,0.000025,50.016002,477.618,-13.3353,335.8045
50621,50.6211,8.5496,-0.000022,50.016005,477.618,-13.3353,335.1880
50667,50.6673,8.5496,0.000007,50.015994,477.618,-13.3353,334.5715
50710,50.7102,8.5496,0.000015,50.016007,477.618,-13.3353,334.0004
50753,50.7534,8.5496,-0.000026,50.016000,477.618,-13.3353,333.4240
50798,50.7980,8.5496,0.000019,50.015997,477.618,-13.3353,332.8298
50843,50.8425,8.5496,-0.000000,50.016008,477.618,-13.3353,332.2357
50885,50.8853,8.5496,-0.000019,50.015996,477.618,-13.3353,331.6646
50930,50.9302,8.5496,0.000025,50.016001,477.618,-13.3353,331.0658
50971,50.9707,8.5496,-0.000010,50.016007,477.618,-13.3353,330.5261
51011,51.0112,8.5496,-0.000013,50.015996,477.618,-13.3353,329.9864
51055,51.0548,8.5496,0.000023,50.016002,477.618,-13.3353,329.4049
51101,51.1011,8.5496,-0.000020,50.016004,477.618,-13.3353,328.7873
51147,51.1474,8.5496,0.000006,50.015995,477.618,-13.3353,328.1697
51191,51.1911,8.5496,0.000013,50.016007,477.618,-13.3353,327.5875
51235,51.2352,8.5496,-0.000023,50.016000,477.618,-13.3353,326.9995
51281,51.2812,8.5496,0.000020,50.015998,477.618,-13.3353,326.3856
51327,51.3272,8.5496,-0.000006,50.016007,477.618,-13.3353,325.7718
51371,51.3707,8.5496,-0.000014,50.015995,477.618,-13.3353,325.1921
51415,51.4147,8.5496,0.000024,50.016002,477.618,-13.3353,324.6053
51460,51.4601,8.5496,-0.000019,50.016005,477.618,-13.3353,323.9999
51506,51.5055,8.5496,0.000004,50.015995,477.618,-13.3353,323.3944
51549,51.5489,8.5496,0.000016,50.016006,477.618,-13.3353,322.8164
51593,51.5933,8.5496,-0.000024,50.016000,477.618,-13.3353,322.2235
51637,51.6369,8.5496,0.000016,50.015997,477.618,-13.3353,321.6422
51680,51.6805,8.5496,0.000003,50.016007,477.618,-13.3353,321.0609
51724,51.7240,8.5496,-0.000019,50.015997,477.618,-13.3353,320.4813
51771,51.7707,8.5496,0.000024,50.016001,477.618,-13.3353,319.8584
51813,51.8134,8.5496,-0.000012,50.016006,477.618,-13.3353,319.2885
51856,51.8561,8.5496,-0.000008,50.015995,477.618,-13.3353,318.7187
51900,51.8998,8.5496,0.000021,50.016004,477.618,-13.3353,318.1364
51950,51.9497,8.5496,-0.000024,50.016002,477.618,-13.3353,317.4711
51994,51.9936,8.5496,0.000013,50.015996,477.618,-13.3353,316.8849
52038,52.0376,8.5496,0.000007,50.016007,477.618,-13.3353,316.2988
52081,52.0808,8.5496,-0.000022,50.015998,477.618,-13.3353,315.7227
52129,52.1293,8.5496,0.000025,50.016000,477.618,-13.3353,315.0765
52173,52.1726,8.5496,-0.000012,50.016007,477.618,-13.3353,314.4979
52216,52.2160,8.5496,-0.000009,50.015995,477.618,-13.3353,313.9193
52259,52.2592,8.5496,0.000023,50.016003,477.618,-13.3353,313.3442
52309,52.3090,8.5496,-0.000026,50.016002,477.618,-13.3353,312.6800
52352,52.3523,8.5496,0.000011,50.015995,477.618,-13.3353,312.1020
52396,52.3957,8.5496,0.000011,50.016007,477.618,-13.3353,311.5240
52439,52.4385,8.5496,-0.000024,50.015999,477.618,-13.3353,310.9526
52489,52.4887,8.5496,0.000026,50.015999,477.618,-13.3353,310.2835
52532,52.5317,8.5496,-0.000010,50.016008,477.618,-13.3353,309.7103
52575,52.5747,8.5496,-0.000013,50.015995,477.618,-13.3353,309.1370
52617,52.6173,8.5496,0.000026,50.016002,477.618,-13.3353,308.5681
52669,52.6688,8.5496,-0.000028,50.016003,477.618,-13.3353,307.8815
52715,52.7152,8.5496,0.000015,50.015994,477.618,-13.3353,307.2633
52758,52.7577,8.5496,0.000012,50.016009,477.618,-13.3353,306.6958
52799,52.7992,8.5496,-0.000028,50.015999,477.618,-13.3353,306.1423
52847,52.8471,8.5496,0.000027,50.015998,477.618,-13.3353,305.5035
52889,52.8890,8.5496,-0.000005,50.016009,477.618,-13.3353,304.9454
52931,52.9308,8.5496,-0.000020,50.015995,477.618,-13.3353,304.3874
52974,52.9736,8.5496,0.000028,50.016001,477.618,-13.3353,303.8173
53015,53.0153,8.5496,-0.000013,50.016007,477.618,-13.3353,303.2613
53057,53.0570,8.5496,-0.000011,50.015994,477.618,-13.3353,302.7052
53099,53.0994,8.5496,0.000025,50.016003,477.618,-13.3353,302.1387
53150,53.1496,8.5496,-0.000027,50.016003,477.618,-13.3353,301.4702
53192,53.1923,8.5496,0.000009,50.015994,477.618,-13.3353,300.8999
53235,53.2351,8.5496,0.000015,50.016007,477.618,-13.3353,300.3295
53278,53.2778,8.5496,-0.000026,50.016000,477.618,-13.3353,299.7607
53323,53.3230,8.5496,0.000021,50.015997,477.618,-13.3353,299.1576
53368,53.3682,8.5496,-0.000003,50.016008,477.618,-13.3353,298.5546
53411,53.4107,8.5496,-0.000019,50.015996,477.618,-13.3353,297.9879
53455,53.4545,8.5496,0.000026,50.016001,477.618,-13.3353,297.4035
53496,53.4960,8.5496,-0.000013,50.016007,477.618,-13.3353,296.8505
53537,53.5375,8.5496,-0.000011,50.015995,477.618,-13.3353,296.2975
53581,53.5806,8.5496,0.000023,50.016003,477.618,-13.3353,295.7229
53632,53.6316,8.5496,-0.000026,50.016003,477.618,-13.3353,295.0425
53675,53.6750,8.5496,0.000011,50.015995,477.618,-13.3353,294.4641
53718,53.7183,8.5496,0.000011,50.016008,477.618,-13.3353,293.8857
53761,53.7610,8.5496,-0.000025,50.015999,477.618,-13.3353,293.3160
53811,53.8111,8.5496,0.000027,50.015999,477.618,-13.3353,292.6481
53854,53.8540,8.5496,-0.000009,50.016008,477.618,-13.3353,292.0768
53897,53.8968,8.5496,-0.000014,50.015995,477.618,-13.3353,291.5056
53939,53.9394,8.5496,0.000026,50.016002,477.618,-13.3353,290.9372
53985,53.9851,8.5496,-0.000022,50.016005,477.618,-13.3353,290.3281
54031,54.0308,8.5496,0.000005,50.015994,477.618,-13.3353,289.7191
54073,54.0733,8.5496,0.000018,50.016007,477.618,-13.3353,289.1521
54117,54.1167,8.5496,-0.000026,50.016001,477.618,-13.3353,288.5735
54159,54.1595,8.5496,0.000015,50.015996,477.618,-13.3353,288.0028
54202,54.2023,8.5496,0.000006,50.016008,477.618,-13.3353,287.4321
54245,54.2451,8.5496,-0.000023,50.015998,477.618,-13.3353,286.8608
54293,54.2928,8.5496,0.000025,50.016000,477.618,-13.3353,286.2254
54336,54.3358,8.5496,-0.000011,50.016007,477.618,-13.3353,285.6510
54379,54.3789,8.5496,-0.000011,50.015995,477.618,-13.3353,285.0767
54422,54.4220,8.5496,0.000024,50.016003,477.618,-13.3353,284.5018
54473,54.4728,8.5496,-0.000026,50.016003,477.618,-13.3353,283.8243
54516,54.5161,8.5496,0.000011,50.015995,477.618,-13.3353,283.2476
54559,54.5593,8.5496,0.000012,50.016008,477.618,-13.3353,282.6708
54602,54.6020,8.5496,-0.000025,50.015999,477.618,-13.3353,282.1020
54652,54.6523,8.5496,0.000027,50.015999,477.618,-13.3353,281.4306
54695,54.6951,8.5496,-0.000009,50.016008,477.618,-13.3353,280.8607
54738,54.7378,8.5496,-0.000015,50.015995,477.618,-13.3353,280.2907
54780,54.7804,8.5496,0.000027,50.016002,477.618,-13.3353,279.7232
54826,54.8256,8.5496,-0.000021,50.016005,477.618,-13.3353,279.1203
54871,54.8708,8.5496,0.000003,50.015994,477.618,-13.3353,278.5174
54913,54.9132,8.5496,0.000019,50.016006,477.618,-13.3353,277.9517
54957,54.9570,8.5496,-0.000026,50.016001,477.618,-13.3353,277.3683
54998,54.9983,8.5496,0.000012,50.015995,477.618,-13.3353,276.8172
55040,55.0396,8.5496,0.000011,50.016007,477.618,-13.3353,276.2662
55083,55.0827,8.5496,-0.000024,50.015999,477.618,-13.3353,275.6919
55134,55.1341,8.5496,0.000026,50.015999,477.618,-13.3353,275.0053
55182,55.1821,8.5496,-0.000017,50.016007,477.618,-13.3353,274.3664
55225,55.2254,8.5496,-0.000006,50.015993,477.618,-13.3353,273.7891
55267,55.2672,8.5496,0.000025,50.016004,477.618,-13.3353,273.2311
55313,55.3132,8.5496,-0.000026,50.016003,477.618,-13.3353,272.6174
55355,55.3553,8.5496,0.000008,50.015994,477.618,-13.3353,272.0561
55397,55.3974,8.5496,0.000016,50.016007,477.618,-13.3353,271.4949
55440,55.4403,8.5496,-0.000026,50.016000,477.618,-13.3353,270.9227
55485,55.4845,8.5496,0.000018,50.015996,477.618,-13.3353,270.3332
55529,55.5287,8.5496,0.000001,50.016008,477.618,-13.3353,269.7437
55571,55.5714,8.5496,-0.000021,50.015997,477.618,-13.3353,269.1743
55617,55.6167,8.5496,0.000025,50.016000,477.618,-13.3353,268.5704
55658,55.6582,8.5496,-0.000011,50.016007,477.618,-13.3353,268.0168
55700,55.6997,8.5496,-0.000012,50.015995,477.618,-13.3353,267.4633
55743,55.7431,8.5496,0.000023,50.016003,477.618,-13.3353,266.8847
55790,55.7903,8.5496,-0.000022,50.016004,477.618,-13.3353,266.2548
55838,55.8376,8.5496,0.000010,50.015995,477.618,-13.3353,265.6250
55881,55.8810,8.5496,0.000011,50.016007,477.618,-13.3353,265.0454
55924,55.9242,8.5496,-0.000024,50.015999,477.618,-13.3353,264.4697
55975,55.9754,8.5496,0.000027,50.015999,477.618,-13.3353,263.7864
56023,56.0234,8.5496,-0.000018,50.016007,477.618,-13.3353,263.1474
56067,56.0665,8.5496,-0.000007,50.015993,477.618,-13.3353,262.5718
56108,56.1082,8.5496,0.000026,50.016004,477.618,-13.3353,262.0155
56154,56.1542,8.5496,-0.000027,50.016003,477.618,-13.3353,261.4025
56196,56.1962,8.5496,0.000007,50.015994,477.618,-13.3353,260.8425
56238,56.2382,8.5496,0.000017,50.016007,477.618,-13.3353,260.2824
56281,56.2811,8.5496,-0.000026,50.016001,477.618,-13.3353,259.7106
56325,56.3248,8.5496,0.000017,50.015996,477.618,-13.3353,259.1275
56369,56.3685,8.5496,0.000003,50.016008,477.618,-13.3353,258.5444
56411,56.4112,8.5496,-0.000022,50.015997,477.618,-13.3353,257.9755
56457,56.4571,8.5496,0.000025,50.016000,477.618,-13.3353,257.3629
56499,56.4995,8.5496,-0.000011,50.016007,477.618,-13.3353,256.7982
56542,56.5418,8.5496,-0.000011,50.015995,477.618,-13.3353,256.2335
56585,56.5850,8.5496,0.000023,50.016003,477.618,-13.3353,255.6571
56637,56.6368,8.5496,-0.000026,50.016003,477.618,-13.3353,254.9670
56685,56.6847,8.5496,0.000018,50.015995,477.618,-13.3353,254.3285
56728,56.7280,8.5496,0.000006,50.016009,477.618,-13.3353,253.7506
56770,56.7698,8.5496,-0.000025,50.015998,477.618,-13.3353,253.1930
56816,56.8157,8.5496,0.000026,50.015999,477.618,-13.3353,252.5814
56858,56.8577,8.5496,-0.000008,50.016008,477.618,-13.3353,252.0208
56900,56.8998,8.5496,-0.000016,50.015995,477.618,-13.3353,251.4603
56943,56.9427,8.5496,0.000026,50.016002,477.618,-13.3353,250.8881
56987,56.9868,8.5496,-0.000018,50.016006,477.618,-13.3353,250.2990
57031,57.0310,8.5496,-0.000001,50.015994,477.618,-13.3353,249.7099
57074,57.0737,8.5496,0.000021,50.016005,477.618,-13.3353,249.1404
57119,57.1191,8.5496,-0.000025,50.016002,477.618,-13.3353,248.5358
57161,57.1607,8.5496,0.000011,50.015995,477.618,-13.3353,247.9810
57202,57.2023,8.5496,0.000012,50.016007,477.618,-13.3353,247.4262
57246,57.2456,8.5496,-0.000023,50.015999,477.618,-13.3353,246.8477
57293,57.2930,8.5496,0.000022,50.015998,477.618,-13.3353,246.2160
