millis,t_s,theta_deg,theta_dot_rads,phi_dot_rads,spin_rpm,v0_ms,altitude_m
25348,25.3483,8.5496,0.000017,50.016007,477.618,-13.3353,672.2095
25391,25.3912,8.5496,-0.000027,50.016001,477.618,-13.3353,671.6380
25434,25.4344,8.5496,0.000016,50.015996,477.618,-13.3353,671.0610
25478,25.4777,8.5496,0.000005,50.016008,477.618,-13.3353,670.4840
25520,25.5203,8.5496,-0.000023,50.015998,477.618,-13.3353,669.9160
25567,25.5669,8.5496,0.000025,50.016000,477.618,-13.3353,669.2943
25610,25.6096,8.5496,-0.000010,50.016007,477.618,-13.3353,668.7252
25652,25.6523,8.5496,-0.000012,50.015995,477.618,-13.3353,668.1561
25695,25.6954,8.5496,0.000024,50.016003,477.618,-13.3353,667.5811
25747,25.7471,8.5496,-0.000027,50.016003,477.618,-13.3353,666.8919
25795,25.7946,8.5496,0.000017,50.015995,477.618,-13.3353,666.2579
25838,25.8378,8.5496,0.000007,50.016009,477.618,-13.3353,665.6823
25880,25.8795,8.5496,-0.000026,50.015998,477.618,-13.3353,665.1257
25926,25.9257,8.5496,0.000027,50.015999,477.618,-13.3353,664.5094
25968,25.9678,8.5496,-0.000007,50.016008,477.618,-13.3353,663.9487
26010,26.0098,8.5496,-0.000017,50.015995,477.618,-13.3353,663.3880
26053,26.0527,8.5496,0.000026,50.016001,477.618,-13.3353,662.8162
26096,26.0964,8.5496,-0.000017,50.016006,477.618,-13.3353,662.2339
26140,26.1400,8.5496,-0.000003,50.015994,477.618,-13.3353,661.6516
26183,26.1827,8.5496,0.000022,50.016005,477.618,-13.3353,661.0829
26229,26.2287,8.5496,-0.000025,50.016002,477.618,-13.3353,660.4695
26271,26.2711,8.5496,0.000011,50.015995,477.618,-13.3353,659.9042
26313,26.3134,8.5496,0.000011,50.016007,477.618,-13.3353,659.3389
26357,26.3566,8.5496,-0.000024,50.015999,477.618,-13.3353,658.7628
26408,26.4084,8.5496,0.000027,50.015999,477.618,-13.3353,658.0727
26456,26.4562,8.5496,-0.000017,50.016007,477.618,-13.3353,657.4351
26500,26.4995,8.5496,-0.000006,50.015993,477.618,-13.3353,656.8576
26541,26.5413,8.5496,0.000025,50.016004,477.618,-13.3353,656.3001
26587,26.5872,8.5496,-0.000026,50.016003,477.618,-13.3353,655.6877
26629,26.6293,8.5496,0.000008,50.015994,477.618,-13.3353,655.1270
26671,26.6713,8.5496,0.000016,50.016007,477.618,-13.3353,654.5664
26714,26.7142,8.5496,-0.000026,50.016000,477.618,-13.3353,653.9943
26758,26.7583,8.5496,0.000018,50.015996,477.618,-13.3353,653.4064
26802,26.8024,8.5496,0.000002,50.016008,477.618,-13.3353,652.8184
26845,26.8451,8.5496,-0.000021,50.015997,477.618,-13.3353,652.2491
26891,26.8905,8.5496,0.000025,50.016000,477.618,-13.3353,651.6431
26932,26.9323,8.5496,-0.000011,50.016007,477.618,-13.3353,651.0858
26974,26.9741,8.5496,-0.000012,50.015995,477.618,-13.3353,650.5285
27017,27.0175,8.5496,0.000023,50.016003,477.618,-13.3353,649.9506
27070,27.0700,8.5496,-0.000027,50.016002,477.618,-13.3353,649.2501
27118,27.1175,8.5496,0.000017,50.015995,477.618,-13.3353,648.6161
27161,27.1609,8.5496,0.000006,50.016009,477.618,-13.3353,648.0371
27203,27.2028,8.5496,-0.000025,50.015998,477.618,-13.3353,647.4794
27249,27.2486,8.5496,0.000026,50.015999,477.618,-13.3353,646.8677
27291,27.2907,8.5496,-0.000008,50.016008,477.618,-13.3353,646.3071
27333,27.3327,8.5496,-0.000016,50.015995,477.618,-13.3353,645.7466
27376,27.3756,8.5496,0.000026,50.016002,477.618,-13.3353,645.1744
27420,27.4198,8.5496,-0.000018,50.016006,477.618,-13.3353,644.5851
27464,27.4640,8.5496,-0.000001,50.015994,477.618,-13.3353,643.9959
27507,27.5067,8.5496,0.000021,50.016005,477.618,-13.3353,643.4263
27552,27.5520,8.5496,-0.000025,50.016002,477.618,-13.3353,642.8219
27594,27.5936,8.5496,0.000011,50.015995,477.618,-13.3353,642.2676
27635,27.6352,8.5496,0.000012,50.016007,477.618,-13.3353,641.7132
27679,27.6786,8.5496,-0.000023,50.015999,477.618,-13.3353,641.1347
27726,27.7259,8.5496,0.000022,50.015998,477.618,-13.3353,640.5035
27773,27.7732,8.5496,-0.000010,50.016007,477.618,-13.3353,639.8723
27817,27.8167,8.5496,-0.000011,50.015995,477.618,-13.3353,639.2927
27860,27.8598,8.5496,0.000024,50.016003,477.618,-13.3353,638.7179
27911,27.9107,8.5496,-0.000027,50.016003,477.618,-13.3353,638.0396
27954,27.9538,8.5496,0.000011,50.015994,477.618,-13.3353,637.4642
27997,27.9969,8.5496,0.000012,50.016008,477.618,-13.3353,636.8888
28040,28.0395,8.5496,-0.000026,50.015999,477.618,-13.3353,636.3209
28090,28.0901,8.5496,0.000027,50.015999,477.618,-13.3353,635.6463
28137,28.1372,8.5496,-0.000015,50.016008,477.618,-13.3353,635.0187
28180,28.1798,8.5496,-0.000011,50.015993,477.618,-13.3353,634.4503
28221,28.2214,8.5496,0.000028,50.016003,477.618,-13.3353,633.8960
28269,28.2688,8.5496,-0.000027,50.016004,477.618,-13.3353,633.2633
28311,28.3108,8.5496,0.000006,50.015993,477.618,-13.3353,632.7040
28353,28.3527,8.5496,0.000019,50.016007,477.618,-13.3353,632.1448
28395,28.3955,8.5496,-0.000027,50.016001,477.618,-13.3353,631.5741
28438,28.4377,8.5496,0.000014,50.015995,477.618,-13.3353,631.0107
28480,28.4800,8.5496,0.000009,50.016008,477.618,-13.3353,630.4474
28522,28.5225,8.5496,-0.000024,50.015999,477.618,-13.3353,629.8805
28571,28.5711,8.5496,0.000026,50.015999,477.618,-13.3353,629.2317
28614,28.6140,8.5496,-0.000009,50.016008,477.618,-13.3353,628.6601
28657,28.6569,8.5496,-0.000013,50.015995,477.618,-13.3353,628.0884
28700,28.6998,8.5496,0.000025,50.016002,477.618,-13.3353,627.5166
28746,28.7459,8.5496,-0.000022,50.016005,477.618,-13.3353,626.9015
28792,28.7920,8.5496,0.000007,50.015994,477.618,-13.3353,626.2863
28835,28.8348,8.5496,0.000016,50.016007,477.618,-13.3353,625.7162
28878,28.8780,8.5496,-0.000026,50.016000,477.618,-13.3353,625.1394
28922,28.9222,8.5496,0.000018,50.015996,477.618,-13.3353,624.5499
28966,28.9664,8.5496,0.000001,50.016008,477.618,-13.3353,623.9604
29009,29.0092,8.5496,-0.000020,50.015997,477.618,-13.3353,623.3895
29055,29.0546,8.5496,0.000025,50.016000,477.618,-13.3353,622.7850
29096,29.0960,8.5496,-0.000011,50.016007,477.618,-13.3353,622.2329
29137,29.1374,8.5496,-0.000012,50.015995,477.618,-13.3353,621.6809
29181,29.1808,8.5496,0.000023,50.016003,477.618,-13.3353,621.1012
29228,29.2283,8.5496,-0.000022,50.016004,477.618,-13.3353,620.4687
29276,29.2757,8.5496,0.000010,50.015995,477.618,-13.3353,619.8362
29319,29.3193,8.5496,0.000010,50.016007,477.618,-13.3353,619.2553
29362,29.3624,8.5496,-0.000024,50.015999,477.618,-13.3353,618.6801
29413,29.4130,8.5496,0.000026,50.015999,477.618,-13.3353,618.0057
29456,29.4562,8.5496,-0.000011,50.016007,477.618,-13.3353,617.4293
29499,29.4994,8.5496,-0.000012,50.015994,477.618,-13.3353,616.8529
29542,29.5421,8.5496,0.000025,50.016003,477.618,-13.3353,616.2839
29592,29.5925,8.5496,-0.000027,50.016003,477.618,-13.3353,615.6119
29635,29.6352,8.5496,0.000009,50.015994,477.618,-13.3353,615.0419
29678,29.6780,8.5496,0.000015,50.016007,477.618,-13.3353,614.4719
29721,29.7205,8.5496,-0.000027,50.016000,477.618,-13.3353,613.9045
29766,29.7657,8.5496,0.000021,50.015997,477.618,-13.3353,613.3014
29811,29.8110,8.5496,-0.000003,50.016008,477.618,-13.3353,612.6984
29853,29.8534,8.5496,-0.000019,50.015996,477.618,-13.3353,612.1327
29897,29.8971,8.5496,0.000026,50.016001,477.618,-13.3353,611.5494
29938,29.9385,8.5496,-0.000012,50.016007,477.618,-13.3353,610.9978
29980,29.9799,8.5496,-0.000011,50.015995,477.618,-13.3353,610.4461
30023,30.0229,8.5496,0.000024,50.016003,477.618,-13.3353,609.8720
30074,30.0742,8.5496,-0.000026,50.016003,477.618,-13.3353,609.1874
30122,30.1223,8.5496,0.000017,50.015995,477.618,-13.3353,608.5470
30166,30.1656,8.5496,0.000006,50.016009,477.618,-13.3353,607.9696
30207,30.2074,8.5496,-0.000025,50.015998,477.618,-13.3353,607.4116
30253,30.2534,8.5496,0.000026,50.015999,477.618,-13.3353,606.7985
30295,30.2955,8.5496,-0.000008,50.016008,477.618,-13.3353,606.2374
30338,30.3375,8.5496,-0.000016,50.015995,477.618,-13.3353,605.6763
30380,30.3804,8.5496,0.000026,50.016002,477.618,-13.3353,605.1040
30425,30.4247,8.5496,-0.000018,50.016006,477.618,-13.3353,604.5140
30469,30.4689,8.5496,-0.000001,50.015994,477.618,-13.3353,603.9239
30512,30.5117,8.5496,0.000020,50.016005,477.618,-13.3353,603.3544
30557,30.5569,8.5496,-0.000025,50.016002,477.618,-13.3353,602.7511
30598,30.5983,8.5496,0.000011,50.015995,477.618,-13.3353,602.1990
30640,30.6397,8.5496,0.000012,50.016007,477.618,-13.3353,601.6468
30683,30.6831,8.5496,-0.000023,50.016000,477.618,-13.3353,601.0680
30730,30.7302,8.5496,0.000021,50.015998,477.618,-13.3353,600.4396
30777,30.7774,8.5496,-0.000009,50.016007,477.618,-13.3353,599.8111
30821,30.8208,8.5496,-0.000012,50.015995,477.618,-13.3353,599.2313
30864,30.8641,8.5496,0.000024,50.016003,477.618,-13.3353,598.6544
30916,30.9158,8.5496,-0.000027,50.016003,477.618,-13.3353,597.9653
30963,30.9635,8.5496,0.000018,50.015995,477.618,-13.3353,597.3295
31007,31.0066,8.5496,0.000007,50.016009,477.618,-13.3353,596.7536
31048,31.0483,8.5496,-0.000026,50.015998,477.618,-13.3353,596.1974
31094,31.0943,8.5496,0.000027,50.015999,477.618,-13.3353,595.5842
31136,31.1363,8.5496,-0.000007,50.016008,477.618,-13.3353,595.0243
31178,31.1783,8.5496,-0.000017,50.015995,477.618,-13.3353,594.4644
31221,31.2212,8.5496,0.000026,50.016001,477.618,-13.3353,593.8925
31265,31.2648,8.5496,-0.000017,50.016006,477.618,-13.3353,593.3104
31308,31.3085,8.5496,-0.000004,50.015994,477.618,-13.3353,592.7283
31351,31.3511,8.5496,0.000022,50.016005,477.618,-13.3353,592.1596
31397,31.3972,8.5496,-0.000025,50.016002,477.618,-13.3353,591.5454
31440,31.4396,8.5496,0.000011,50.015995,477.618,-13.3353,590.9797
31482,31.4820,8.5496,0.000011,50.016007,477.618,-13.3353,590.4140
31525,31.5252,8.5496,-0.000024,50.015999,477.618,-13.3353,589.8379
31577,31.5769,8.5496,0.000026,50.015999,477.618,-13.3353,589.1487
31625,31.6248,8.5496,-0.000018,50.016007,477.618,-13.3353,588.5103
31668,31.6681,8.5496,-0.000006,50.015993,477.618,-13.3353,587.9327
31710,31.7099,8.5496,0.000025,50.016004,477.618,-13.3353,587.3751
31756,31.7558,8.5496,-0.000026,50.016003,477.618,-13.3353,586.7631
31798,31.7978,8.5496,0.000008,50.015994,477.618,-13.3353,586.2025
31840,31.8399,8.5496,0.000016,50.016007,477.618,-13.3353,585.6420
31883,31.8828,8.5496,-0.000026,50.016000,477.618,-13.3353,585.0698
31927,31.9269,8.5496,0.000018,50.015996,477.618,-13.3353,584.4814
31971,31.9710,8.5496,0.000002,50.016008,477.618,-13.3353,583.8929
32014,32.0137,8.5496,-0.000021,50.015997,477.618,-13.3353,583.3235
32059,32.0591,8.5496,0.000025,50.016000,477.618,-13.3353,582.7181
32101,32.1009,8.5496,-0.000011,50.016007,477.618,-13.3353,582.1619
32143,32.1426,8.5496,-0.000012,50.015995,477.618,-13.3353,581.6056
32186,32.1859,8.5496,0.000023,50.016003,477.618,-13.3353,581.0275
32239,32.2386,8.5496,-0.000027,50.016002,477.618,-13.3353,580.3252
32286,32.2861,8.5496,0.000017,50.015995,477.618,-13.3353,579.6921
32329,32.3295,8.5496,0.000006,50.016009,477.618,-13.3353,579.1130
32371,32.3713,8.5496,-0.000025,50.015998,477.618,-13.3353,578.5554
32417,32.4172,8.5496,0.000026,50.015999,477.618,-13.3353,577.9436
32459,32.4592,8.5496,-0.000008,50.016008,477.618,-13.3353,577.3830
32501,32.5013,8.5496,-0.000016,50.015995,477.618,-13.3353,576.8225
32544,32.5442,8.5496,0.000026,50.016002,477.618,-13.3353,576.2503
32588,32.5883,8.5496,-0.000018,50.016006,477.618,-13.3353,575.6614
32632,32.6325,8.5496,-0.000001,50.015994,477.618,-13.3353,575.0724
32675,32.6752,8.5496,0.000021,50.016005,477.618,-13.3353,574.5030
32721,32.7205,8.5496,-0.000025,50.016002,477.618,-13.3353,573.8981
32762,32.7622,8.5496,0.000011,50.015995,477.618,-13.3353,573.3430
32804,32.8038,8.5496,0.000012,50.016007,477.618,-13.3353,572.7878
32847,32.8472,8.5496,-0.000023,50.015999,477.618,-13.3353,572.2095
32895,32.8946,8.5496,0.000022,50.015998,477.618,-13.3353,571.5774
32942,32.9420,8.5496,-0.000010,50.016007,477.618,-13.3353,570.9454
32985,32.9854,8.5496,-0.000011,50.015995,477.618,-13.3353,570.3659
33028,33.0285,8.5496,0.000024,50.016003,477.618,-13.3353,569.7918
33079,33.0791,8.5496,-0.000026,50.016003,477.618,-13.3353,569.1165
33122,33.1222,8.5496,0.000011,50.015994,477.618,-13.3353,568.5414
33165,33.1654,8.5496,0.000012,50.016008,477.618,-13.3353,567.9662
33208,33.2080,8.5496,-0.000026,50.015999,477.618,-13.3353,567.3979
33259,33.2587,8.5496,0.000027,50.015999,477.618,-13.3353,566.7212
33306,33.3057,8.5496,-0.000015,50.016008,477.618,-13.3353,566.0946
33348,33.3484,8.5496,-0.000011,50.015993,477.618,-13.3353,565.5259
33390,33.3899,8.5496,0.000028,50.016003,477.618,-13.3353,564.9717
33437,33.4374,8.5496,-0.000027,50.016004,477.618,-13.3353,564.3390
33479,33.4793,8.5496,0.000006,50.015993,477.618,-13.3353,563.7797
33521,33.5212,8.5496,0.000019,50.016007,477.618,-13.3353,563.2205
33564,33.5640,8.5496,-0.000027,50.016001,477.618,-13.3353,562.6498
33606,33.6063,8.5496,0.000014,50.015995,477.618,-13.3353,562.0864
33649,33.6485,8.5496,0.000009,50.016008,477.618,-13.3353,561.5231
33691,33.6910,8.5496,-0.000024,50.015999,477.618,-13.3353,560.9561
33740,33.7397,8.5496,0.000026,50.015999,477.618,-13.3353,560.3074
33783,33.7826,8.5496,-0.000009,50.016008,477.618,-13.3353,559.7358
33825,33.8254,8.5496,-0.000013,50.015995,477.618,-13.3353,559.1641
33868,33.8683,8.5496,0.000025,50.016002,477.618,-13.3353,558.5923
33914,33.9144,8.5496,-0.000022,50.016005,477.618,-13.3353,557.9771
33961,33.9606,8.5496,0.000007,50.015994,477.618,-13.3353,557.3619
34003,34.0033,8.5496,0.000016,50.016007,477.618,-13.3353,556.7918
34047,34.0466,8.5496,-0.000026,50.016000,477.618,-13.3353,556.2151
34091,34.0908,8.5496,0.000018,50.015996,477.618,-13.3353,555.6254
34135,34.1350,8.5496,0.000001,50.016008,477.618,-13.3353,555.0358
34178,34.1778,8.5496,-0.000020,50.015997,477.618,-13.3353,554.4650
34223,34.2231,8.5496,0.000025,50.016000,477.618,-13.3353,553.8606
34265,34.2645,8.5496,-0.000011,50.016007,477.618,-13.3353,553.3088
34306,34.3059,8.5496,-0.000012,50.015995,477.618,-13.3353,552.7570
34349,34.3494,8.5496,0.000023,50.016003,477.618,-13.3353,552.1773
34397,34.3968,8.5496,-0.000021,50.016004,477.618,-13.3353,551.5452
34444,34.4442,8.5496,0.000010,50.015995,477.618,-13.3353,550.9131
34488,34.4877,8.5496,0.000011,50.016007,477.618,-13.3353,550.3322
34531,34.5309,8.5496,-0.000024,50.015999,477.618,-13.3353,549.7567
34582,34.5816,8.5496,0.000026,50.015999,477.618,-13.3353,549.0808
34625,34.6248,8.5496,-0.000011,50.016007,477.618,-13.3353,548.5043
34668,34.6680,8.5496,-0.000012,50.015994,477.618,-13.3353,547.9278
34711,34.7107,8.5496,0.000025,50.016003,477.618,-13.3353,547.3591
34761,34.7610,8.5496,-0.000027,50.016003,477.618,-13.3353,546.6880
34804,34.8037,8.5496,0.000009,50.015994,477.618,-13.3353,546.1181
34846,34.8465,8.5496,0.000015,50.016007,477.618,-13.3353,545.5482
34889,34.8890,8.5496,-0.000027,50.016000,477.618,-13.3353,544.9807
34934,34.9342,8.5496,0.000021,50.015997,477.618,-13.3353,544.3781
34979,34.9794,8.5496,-0.000003,50.016008,477.618,-13.3353,543.7756
35022,35.0218,8.5496,-0.000019,50.015996,477.618,-13.3353,543.2098
35066,35.0656,8.5496,0.000026,50.016001,477.618,-13.3353,542.6261
35107,35.1068,8.5496,-0.000012,50.016007,477.618,-13.3353,542.0762
35148,35.1481,8.5496,-0.000011,50.015995,477.618,-13.3353,541.5263
35191,35.1912,8.5496,0.000024,50.016003,477.618,-13.3353,540.9517
35243,35.2429,8.5496,-0.000026,50.016003,477.618,-13.3353,540.2614
35291,35.2906,8.5496,0.000017,50.015995,477.618,-13.3353,539.6254
35334,35.3339,8.5496,0.000007,50.016009,477.618,-13.3353,539.0482
35376,35.3757,8.5496,-0.000026,50.015998,477.618,-13.3353,538.4904
35422,35.4218,8.5496,0.000026,50.015999,477.618,-13.3353,537.8753
35464,35.4639,8.5496,-0.000008,50.016008,477.618,-13.3353,537.3140
35506,35.5060,8.5496,-0.000016,50.015995,477.618,-13.3353,536.7526
35549,35.5489,8.5496,0.000026,50.016002,477.618,-13.3353,536.1805
35593,35.5930,8.5496,-0.000018,50.016006,477.618,-13.3353,535.5924
35637,35.6371,8.5496,-0.000002,50.015994,477.618,-13.3353,535.0043
35680,35.6798,8.5496,0.000021,50.016005,477.618,-13.3353,534.4351
35725,35.7252,8.5496,-0.000025,50.016002,477.618,-13.3353,533.8296
35767,35.7670,8.5496,0.000011,50.015995,477.618,-13.3353,533.2729
35809,35.8087,8.5496,0.000012,50.016007,477.618,-13.3353,532.7162
35852,35.8521,8.5496,-0.000023,50.015999,477.618,-13.3353,532.1382
35905,35.9047,8.5496,0.000027,50.016000,477.618,-13.3353,531.4363
35952,35.9522,8.5496,-0.000017,50.016007,477.618,-13.3353,530.8035
35996,35.9956,8.5496,-0.000006,50.015993,477.618,-13.3353,530.2247
36037,36.0374,8.5496,0.000025,50.016004,477.618,-13.3353,529.6672
36083,36.0833,8.5496,-0.000026,50.016003,477.618,-13.3353,529.0549
36125,36.1253,8.5496,0.000008,50.015994,477.618,-13.3353,528.4943
36167,36.1674,8.5496,0.000016,50.016007,477.618,-13.3353,527.9337
36210,36.2103,8.5496,-0.000026,50.016000,477.618,-13.3353,527.3616
36254,36.2544,8.5496,0.000018,50.015996,477.618,-13.3353,526.7732
36299,36.2985,8.5496,0.000002,50.016008,477.618,-13.3353,526.1849
36341,36.3412,8.5496,-0.000021,50.015997,477.618,-13.3353,525.6155
36387,36.3866,8.5496,0.000025,50.016000,477.618,-13.3353,525.0100
36428,36.4283,8.5496,-0.000011,50.016007,477.618,-13.3353,524.4535
36470,36.4701,8.5496,-0.000012,50.015995,477.618,-13.3353,523.8971
36513,36.5134,8.5496,0.000023,50.016003,477.618,-13.3353,523.3190
36566,36.5661,8.5496,-0.000027,50.016002,477.618,-13.3353,522.6170
36614,36.6135,8.5496,0.000017,50.015995,477.618,-13.3353,521.9838
36657,36.6570,8.5496,0.000006,50.016009,477.618,-13.3353,521.4048
36699,36.6988,8.5496,-0.000025,50.015998,477.618,-13.3353,520.8471
36745,36.7447,8.5496,0.000026,50.015999,477.618,-13.3353,520.2353
36787,36.7867,8.5496,-0.000008,50.016008,477.618,-13.3353,519.6747
36829,36.8287,8.5496,-0.000016,50.015995,477.618,-13.3353,519.1142
36872,36.8716,8.5496,0.000026,50.016002,477.618,-13.3353,518.5420
36916,36.9158,8.5496,-0.000018,50.016006,477.618,-13.3353,517.9531
36960,36.9600,8.5496,-0.000001,50.015994,477.618,-13.3353,517.3641
37003,37.0027,8.5496,0.000021,50.016005,477.618,-13.3353,516.7947
37048,37.0480,8.5496,-0.000025,50.016002,477.618,-13.3353,516.1898
37090,37.0896,8.5496,0.000011,50.015995,477.618,-13.3353,515.6347
37131,37.1313,8.5496,0.000012,50.016007,477.618,-13.3353,515.0795
37175,37.1746,8.5496,-0.000023,50.015999,477.618,-13.3353,514.5012
37222,37.2220,8.5496,0.000022,50.015998,477.618,-13.3353,513.8692
37269,37.2694,8.5496,-0.000010,50.016007,477.618,-13.3353,513.2372
37313,37.3129,8.5496,-0.000011,50.015995,477.618,-13.3353,512.6577
37356,37.3559,8.5496,0.000024,50.016003,477.618,-13.3353,512.0836
37407,37.4066,8.5496,-0.000026,50.016003,477.618,-13.3353,511.4082
37450,37.4497,8.5496,0.000011,50.015994,477.618,-13.3353,510.8331
37493,37.4928,8.5496,0.000012,50.016008,477.618,-13.3353,510.2579
37535,37.5355,8.5496,-0.000026,50.015999,477.618,-13.3353,509.6895
37586,37.5862,8.5496,0.000027,50.015999,477.618,-13.3353,509.0130
37633,37.6332,8.5496,-0.000015,50.016008,477.618,-13.3353,508.3863
37676,37.6758,8.5496,-0.000011,50.015993,477.618,-13.3353,507.8177
37717,37.7174,8.5496,0.000028,50.016003,477.618,-13.3353,507.2634
37765,37.7648,8.5496,-0.000027,50.016004,477.618,-13.3353,506.6307
37807,37.8068,8.5496,0.000006,50.015993,477.618,-13.3353,506.0714
37849,37.8487,8.5496,0.000019,50.016007,477.618,-13.3353,505.5122
37892,37.8915,8.5496,-0.000027,50.016001,477.618,-13.3353,504.9415
37934,37.9338,8.5496,0.000014,50.015995,477.618,-13.3353,504.3781
37976,37.9760,8.5496,0.000009,50.016008,477.618,-13.3353,503.8148
38019,38.0185,8.5496,-0.000024,50.015999,477.618,-13.3353,503.2479
38067,38.0672,8.5496,0.000026,50.015999,477.618,-13.3353,502.5992
38110,38.1100,8.5496,-0.000009,50.016008,477.618,-13.3353,502.0275
38153,38.1529,8.5496,-0.000013,50.015995,477.618,-13.3353,501.4558
38196,38.1958,8.5496,0.000025,50.016002,477.618,-13.3353,500.8841
38242,38.2419,8.5496,-0.000022,50.016005,477.618,-13.3353,500.2689
38288,38.2880,8.5496,0.000007,50.015994,477.618,-13.3353,499.6537
38331,38.3308,8.5496,0.000016,50.016007,477.618,-13.3353,499.0835
38374,38.3740,8.5496,-0.000026,50.016000,477.618,-13.3353,498.5068
38418,38.4183,8.5496,0.000018,50.015996,477.618,-13.3353,497.9172
38462,38.4625,8.5496,0.000001,50.016008,477.618,-13.3353,497.3276
38505,38.5053,8.5496,-0.000020,50.015997,477.618,-13.3353,496.7568
38551,38.5506,8.5496,0.000025,50.016000,477.618,-13.3353,496.1523
38592,38.5920,8.5496,-0.000011,50.016007,477.618,-13.3353,495.6005
38633,38.6334,8.5496,-0.000012,50.015995,477.618,-13.3353,495.0486
38677,38.6768,8.5496,0.000023,50.016003,477.618,-13.3353,494.4689
38724,38.7242,8.5496,-0.000022,50.016004,477.618,-13.3353,493.8367
38772,38.7717,8.5496,0.000010,50.015995,477.618,-13.3353,493.2045
38815,38.8152,8.5496,0.000011,50.016007,477.618,-13.3353,492.6236
38858,38.8584,8.5496,-0.000024,50.015999,477.618,-13.3353,492.0482
38909,38.9090,8.5496,0.000026,50.015999,477.618,-13.3353,491.3727
38952,38.9523,8.5496,-0.000011,50.016007,477.618,-13.3353,490.7962
38995,38.9955,8.5496,-0.000012,50.015994,477.618,-13.3353,490.2198
39038,39.0381,8.5496,0.000025,50.016003,477.618,-13.3353,489.6510
39088,39.0885,8.5496,-0.000027,50.016003,477.618,-13.3353,488.9796
39131,39.1312,8.5496,0.000009,50.015994,477.618,-13.3353,488.4097
39174,39.1740,8.5496,0.000015,50.016007,477.618,-13.3353,487.8398
39217,39.2165,8.5496,-0.000027,50.016000,477.618,-13.3353,487.2723
39262,39.2617,8.5496,0.000021,50.015997,477.618,-13.3353,486.6696
39307,39.3069,8.5496,-0.000003,50.016008,477.618,-13.3353,486.0668
39349,39.3493,8.5496,-0.000019,50.015996,477.618,-13.3353,485.5011
39393,39.3931,8.5496,0.000026,50.016001,477.618,-13.3353,484.9175
39434,39.4344,8.5496,-0.000012,50.016007,477.618,-13.3353,484.3671
39476,39.4756,8.5496,-0.000011,50.015995,477.618,-13.3353,483.8167
39519,39.5187,8.5496,0.000024,50.016003,477.618,-13.3353,483.2423
39570,39.5704,8.5496,-0.000026,50.016003,477.618,-13.3353,482.5537
39618,39.6181,8.5496,0.000017,50.015995,477.618,-13.3353,481.9164
39661,39.6614,8.5496,0.000007,50.016009,477.618,-13.3353,481.3391
39703,39.7033,8.5496,-0.000025,50.015998,477.618,-13.3353,480.7812
39749,39.7493,8.5496,0.000026,50.015999,477.618,-13.3353,480.1667
39791,39.7914,8.5496,-0.000008,50.016008,477.618,-13.3353,479.6054
39834,39.8335,8.5496,-0.000016,50.015995,477.618,-13.3353,479.0441
39876,39.8764,8.5496,0.000026,50.016002,477.618,-13.3353,478.4720
39921,39.9206,8.5496,-0.000018,50.016006,477.618,-13.3353,477.8832
39965,39.9647,8.5496,-0.000002,50.015994,477.618,-13.3353,477.2944
40007,40.0074,8.5496,0.000021,50.016005,477.618,-13.3353,476.7251
40053,40.0528,8.5496,-0.000025,50.016002,477.618,-13.3353,476.1204
40094,40.0944,8.5496,0.000011,50.015995,477.618,-13.3353,475.5651
40136,40.1361,8.5496,0.000012,50.016007,477.618,-13.3353,475.0098
40179,40.1794,8.5496,-0.000023,50.015999,477.618,-13.3353,474.4316
40227,40.2268,8.5496,0.000022,50.015998,477.618,-13.3353,473.8000
40274,40.2741,8.5496,-0.000010,50.016007,477.618,-13.3353,473.1684
40318,40.3176,8.5496,-0.000011,50.015995,477.618,-13.3353,472.5891
40361,40.3606,8.5496,0.000024,50.016003,477.618,-13.3353,472.0149
40411,40.4114,8.5496,-0.000027,50.016003,477.618,-13.3353,471.3381
40455,40.4545,8.5496,0.000011,50.015994,477.618,-13.3353,470.7630
40498,40.4976,8.5496,0.000012,50.016008,477.618,-13.3353,470.1880
40540,40.5402,8.5496,-0.000026,50.015999,477.618,-13.3353,469.6199
40591,40.5910,8.5496,0.000027,50.015999,477.618,-13.3353,468.9434
40638,40.6379,8.5496,-0.000015,50.016008,477.618,-13.3353,468.3174
40681,40.6805,8.5496,-0.000011,50.015993,477.618,-13.3353,467.7490
40722,40.7221,8.5496,0.000028,50.016003,477.618,-13.3353,467.1948
40770,40.7696,8.5496,-0.000027,50.016004,477.618,-13.3353,466.5611
40812,40.8115,8.5496,0.000006,50.015993,477.618,-13.3353,466.0020
40853,40.8535,8.5496,0.000019,50.016007,477.618,-13.3353,465.4429
40896,40.8963,8.5496,-0.000027,50.016001,477.618,-13.3353,464.8723
40938,40.9384,8.5496,0.000014,50.015995,477.618,-13.3353,464.3099
40981,40.9806,8.5496,0.000009,50.016008,477.618,-13.3353,463.7476
41023,41.0231,8.5496,-0.000025,50.015999,477.618,-13.3353,463.1807
41072,41.0719,8.5496,0.000026,50.015999,477.618,-13.3353,462.5296
41115,41.1148,8.5496,-0.000009,50.016008,477.618,-13.3353,461.9580
41158,41.1577,8.5496,-0.000014,50.015995,477.618,-13.3353,461.3864
41201,41.2005,8.5496,0.000026,50.016002,477.618,-13.3353,460.8150
41247,41.2465,8.5496,-0.000022,50.016005,477.618,-13.3353,460.2015
41293,41.2925,8.5496,0.000006,50.015994,477.618,-13.3353,459.5879
