millis,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,pressao_Pa,altura_m,vz_ms,mag_giroscopia_rads
30523,0.22,6.12,7.43,0.0161,0.0101,-0.0047,91972.59,809.48,-0.05,0.0196
30585,0.23,5.99,7.41,0.0195,0.0111,-0.0067,91972.59,809.48,-0.03,0.0233
30647,0.23,6.13,7.47,0.0163,0.0121,-0.0068,91972.59,809.48,-0.02,0.0214
30709,0.29,6.04,7.38,0.0155,0.0081,-0.0065,91972.59,809.48,-0.02,0.0186
30775,0.24,6.01,7.41,0.0165,0.0117,-0.0081,91972.59,809.48,-0.01,0.0218
30835,0.25,6.09,7.45,0.0164,0.0125,-0.0080,91972.42,809.50,0.07,0.0221
30899,0.21,6.03,7.47,0.0177,0.0097,-0.0036,91972.42,809.50,0.05,0.0205
30959,0.20,6.04,7.47,0.0159,0.0137,-0.0059,91972.42,809.50,0.03,0.0218
31023,0.26,6.06,7.46,0.0191,0.0131,-0.0069,91972.42,809.50,0.02,0.0241
31083,0.28,6.08,7.45,0.0160,0.0120,-0.0057,91972.42,809.50,0.02,0.0208
31147,0.22,6.00,7.44,0.0189,0.0101,-0.0089,91972.42,809.50,0.01,0.0232
31212,0.29,6.11,7.44,0.0179,0.0113,-0.0047,91972.42,809.50,0.01,0.0216
31274,0.21,6.04,7.48,0.0163,0.0117,-0.0059,91972.42,809.50,0.01,0.0209
31336,0.23,6.02,7.44,0.0160,0.0132,-0.0053,91972.77,809.47,-0.14,0.0214
31398,0.24,6.10,7.44,0.0196,0.0097,-0.0045,91972.77,809.47,-0.10,0.0223
31460,0.24,6.08,7.45,0.0177,0.0121,-0.0073,91972.77,809.47,-0.07,0.0227
31522,0.24,6.02,7.46,0.0148,0.0121,-0.0085,91972.77,809.47,-0.05,0.0209
31584,0.24,6.09,7.38,0.0143,0.0116,-0.0045,91972.77,809.47,-0.03,0.0189
31654,0.27,5.99,7.28,0.0161,0.0092,-0.0085,91972.77,809.47,-0.02,0.0204
31718,0.27,5.98,7.34,0.0171,0.0113,-0.0085,91972.77,809.47,-0.02,0.0222
31778,0.23,6.19,7.43,0.0184,0.0101,-0.0076,91972.77,809.47,-0.01,0.0223
31842,0.24,6.01,7.48,0.0176,0.0117,-0.0093,91972.77,809.47,-0.01,0.0231
31902,0.27,6.10,7.43,0.0160,0.0080,-0.0055,91972.77,809.47,-0.01,0.0187
31966,0.23,6.05,7.41,0.0173,0.0111,-0.0064,91972.77,809.47,-0.00,0.0215
32026,0.25,6.00,7.46,0.0164,0.0129,-0.0073,91972.77,809.47,-0.00,0.0221
32093,0.29,6.12,7.44,0.0188,0.0119,-0.0069,91972.77,809.47,-0.00,0.0233
32155,0.19,6.00,7.42,0.0160,0.0131,-0.0049,91972.77,809.47,-0.00,0.0212
32217,0.22,6.07,7.44,0.0167,0.0124,-0.0073,91972.77,809.47,-0.00,0.0220
32279,0.23,6.12,7.47,0.0145,0.0115,-0.0055,91972.77,809.47,-0.00,0.0193
32341,0.30,6.01,7.50,0.0171,0.0097,-0.0057,91972.45,809.49,0.13,0.0205
32403,0.25,6.04,7.45,0.0159,0.0089,-0.0077,91972.45,809.49,0.09,0.0198
32465,0.28,6.05,7.43,0.0180,0.0112,-0.0051,91972.45,809.49,0.07,0.0218
32532,0.26,6.03,7.44,0.0185,0.0103,-0.0053,91972.45,809.49,0.05,0.0218
32592,0.26,6.07,7.48,0.0149,0.0099,-0.0055,91972.45,809.49,0.03,0.0187
32656,0.25,6.05,7.46,0.0157,0.0100,-0.0048,91972.45,809.49,0.02,0.0192
