millis,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,pressao_Pa,altura_m,vz_ms,mag_giroscopia_rads
3002,-0.23,0.43,9.57,0.0203,0.0107,-0.0056,91961.53,810.48,0.00,0.0236
3061,-0.25,0.41,9.55,0.0184,0.0115,-0.0064,91961.53,810.48,0.00,0.0226
3119,-0.23,0.43,9.57,0.0165,0.0156,-0.0040,91961.53,810.48,0.00,0.0231
3178,-0.27,0.52,9.62,0.0216,0.0067,-0.0048,91961.53,810.48,0.00,0.0231
3236,-0.17,0.44,9.52,0.0179,0.0107,-0.0061,91961.53,810.48,0.00,0.0217
3295,-0.22,0.47,9.57,0.0176,0.0091,-0.0048,91961.53,810.48,0.00,0.0204
3356,-0.22,0.43,9.50,0.0200,0.0129,-0.0077,91961.53,810.48,0.00,0.0250
3416,-0.27,0.47,9.67,0.0191,0.0051,-0.0057,91961.53,810.43,-0.23,0.0205
3473,-0.17,0.38,9.60,0.0211,0.0152,-0.0065,91962.05,810.43,-0.16,0.0268
3533,-0.27,0.46,9.60,0.0177,0.0112,-0.0069,91962.05,810.43,-0.11,0.0221
3590,-0.20,0.44,9.54,0.0193,0.0128,-0.0057,91962.05,810.43,-0.08,0.0239
3650,-0.27,0.51,9.56,0.0196,0.0119,-0.0044,91962.05,810.43,-0.06,0.0233
3707,-0.22,0.35,9.57,0.0192,0.0096,-0.0061,91962.05,810.43,-0.04,0.0223
3770,-0.28,0.51,9.61,0.0175,0.0121,-0.0060,91962.05,810.43,-0.03,0.0221
3829,-0.18,0.46,9.57,0.0159,0.0131,-0.0065,91962.05,810.43,-0.02,0.0216
3887,-0.28,0.45,9.59,0.0168,0.0119,-0.0051,91962.05,810.43,-0.01,0.0212
3946,-0.18,0.43,9.50,0.0184,0.0148,-0.0072,91962.72,810.37,-0.32,0.0247
4004,-0.28,0.50,9.62,0.0168,0.0140,-0.0044,91962.72,810.37,-0.22,0.0223
4063,-0.22,0.45,9.56,0.0183,0.0112,-0.0056,91962.72,810.37,-0.16,0.0221
4121,-0.24,0.44,9.55,0.0061,0.0201,-0.0027,91962.72,810.37,-0.11,0.0212
4184,-0.22,0.37,9.56,0.0173,0.0103,-0.0096,91962.72,810.37,-0.08,0.0223
4241,-0.28,0.47,9.61,0.0228,0.0095,-0.0056,91962.72,810.37,-0.05,0.0253
4301,-0.23,0.45,9.55,0.0207,0.0079,-0.0079,91962.72,810.37,-0.04,0.0235
4358,-0.31,0.35,9.61,-0.0095,0.0280,0.0059,91962.72,810.37,-0.03,0.0301
4418,-0.27,0.43,9.57,0.0201,0.0087,-0.0088,91962.72,810.37,-0.02,0.0236
4475,-0.27,0.47,9.60,0.0213,0.0061,-0.0087,91962.73,810.37,-0.02,0.0238
4535,-0.26,0.46,9.57,0.0173,0.0120,-0.0052,91962.73,810.37,-0.01,0.0217
4597,-0.22,0.43,9.58,-0.0048,0.0298,0.0059,91962.73,810.37,-0.01,0.0308
4655,-0.26,0.44,9.54,0.0112,0.0185,-0.0013,91962.73,810.37,-0.01,0.0217
4714,-0.23,0.48,9.61,0.0200,0.0079,-0.0063,91962.73,810.37,-0.00,0.0224
4772,-0.28,0.45,9.56,0.0266,0.0087,-0.0080,91962.73,810.37,-0.00,0.0291
4831,-0.18,0.42,9.58,0.0117,0.0187,-0.0013,91962.73,810.37,-0.00,0.0221
4889,-0.24,0.43,9.63,0.0152,0.0144,-0.0037,91962.73,810.37,-0.00,0.0213
4948,-0.21,0.45,9.54,0.0318,-0.0043,-0.0131,91963.23,810.32,-0.23,0.0347
5014,-0.24,0.46,9.59,0.0197,0.0119,-0.0069,91963.23,810.32,-0.16,0.0240
5074,-0.18,0.45,9.56,0.0167,0.0108,-0.0081,91963.23,810.32,-0.11,0.0214
5131,-0.23,0.48,9.59,0.0176,0.0119,-0.0079,91963.23,810.32,-0.08,0.0226
5191,-0.44,0.45,9.54,0.0187,0.0000,-0.0041,91963.23,810.32,-0.06,0.0191
5248,-0.17,0.43,9.57,0.0176,0.0119,-0.0083,91963.23,810.32,-0.04,0.0228
5308,-0.33,0.51,9.61,0.0123,0.0225,0.0004,91963.23,810.32,-0.03,0.0256
5365,-0.17,0.42,9.55,0.0204,0.0121,-0.0057,91963.23,810.32,-0.02,0.0244
5428,-0.30,0.45,9.58,0.0179,0.0109,-0.0073,91963.23,810.32,-0.01,0.0222
5487,-0.20,0.45,9.52,0.0209,0.0092,-0.0060,91963.24,810.32,-0.01,0.0236
5545,-0.30,0.47,9.65,0.0185,0.0111,-0.0091,91963.24,810.32,-0.01,0.0234
5604,-0.19,0.42,9.52,0.0197,0.0148,-0.0037,91963.24,810.32,-0.01,0.0249
5662,-0.28,0.48,9.63,0.0189,0.0136,-0.0080,91963.24,810.32,-0.01,0.0246
5721,-0.20,0.45,9.58,0.0173,0.0121,-0.0057,91963.24,810.32,-0.00,0.0219
5779,-0.30,0.51,9.66,0.0201,0.0115,-0.0064,91963.24,810.32,-0.00,0.0240
5842,-0.17,0.44,9.51,0.0179,0.0241,-0.0045,91963.24,810.32,-0.00,0.0303
5899,-0.30,0.52,9.67,0.0187,0.0107,-0.0045,91963.24,810.32,-0.00,0.0220
5959,-0.20,0.49,9.64,0.0208,0.0147,-0.0060,91963.75,810.28,-0.23,0.0261
6016,-0.26,0.44,9.59,0.0193,0.0123,-0.0033,91963.75,810.28,-0.16,0.0231
6076,-0.19,0.40,9.53,0.0207,0.0156,-0.0072,91963.75,810.28,-0.11,0.0269
6133,-0.28,0.48,9.62,0.0164,0.0071,-0.0076,91963.75,810.28,-0.08,0.0194
6193,-0.22,0.49,9.60,0.0180,0.0115,-0.0065,91963.75,810.28,-0.06,0.0223
6268,-0.17,0.42,9.59,0.0176,0.0099,-0.0076,91963.75,810.28,-0.04,0.0215
6332,-0.27,0.53,9.70,0.0189,0.0139,-0.0077,91963.75,810.28,-0.03,0.0247
6392,-0.17,0.41,9.54,0.0172,0.0131,-0.0053,91963.75,810.28,-0.02,0.0222
6455,-0.29,0.53,9.68,0.0187,0.0104,-0.0071,91963.75,810.28,-0.01,0.0225
6515,-0.18,0.50,9.49,0.0204,0.0099,-0.0048,91963.59,810.29,0.06,0.0231
