millis,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,pressao_Pa,altura_m,vz_ms,mag_giroscopia_rads
2942,-1.42,-0.98,9.47,0.0209,0.0112,-0.0069,91957.83,810.81,0.00,0.0247
3001,-1.42,-0.98,9.49,0.0168,0.0153,-0.0067,91957.83,810.81,0.00,0.0237
3060,-1.39,-1.03,9.45,0.0173,0.0117,-0.0063,91957.83,810.81,0.00,0.0218
3119,-1.42,-0.98,9.43,0.0172,0.0139,-0.0077,91957.83,810.81,0.00,0.0234
3178,-1.49,-0.99,9.43,0.0173,0.0121,-0.0079,91957.83,810.81,0.00,0.0226
3237,-1.45,-1.03,9.45,0.0167,0.0139,-0.0072,91957.83,810.81,0.00,0.0228
3300,-1.39,-1.01,9.43,0.0173,0.0128,-0.0077,91957.83,810.81,0.00,0.0229
3357,-1.45,-0.96,9.44,0.0184,0.0135,-0.0052,91957.83,810.81,0.00,0.0234
3417,-1.47,-1.04,9.45,0.0167,0.0101,-0.0084,91958.00,810.80,-0.08,0.0212
3474,-1.40,-1.05,9.44,0.0147,0.0129,-0.0071,91958.00,810.80,-0.05,0.0208
3534,-1.44,-0.97,9.46,0.0189,0.0124,-0.0057,91958.00,810.80,-0.04,0.0233
3591,-1.11,-0.99,8.52,0.0161,0.0305,-0.0017,91958.00,810.80,-0.03,0.0346
3651,-1.73,-1.16,9.34,0.0365,-0.0084,-0.0039,91958.00,810.80,-0.02,0.0377
3713,-1.34,-0.90,9.23,0.0171,0.0121,-0.0020,91958.00,810.80,-0.01,0.0210
3772,-1.53,-0.94,9.48,0.0191,0.0069,-0.0069,91958.00,810.80,-0.01,0.0214
3831,-1.37,-1.00,9.49,0.0155,0.0177,-0.0035,91958.00,810.80,-0.01,0.0238
3890,-1.45,-1.03,9.44,0.0208,0.0120,-0.0079,91958.00,810.80,-0.00,0.0252
3949,-1.44,-1.03,9.50,0.0185,0.0147,-0.0073,91958.17,810.78,-0.08,0.0247
4008,-1.43,-0.94,9.46,0.0124,0.0124,-0.0045,91958.17,810.78,-0.06,0.0181
4067,-1.45,-1.02,9.44,0.0137,0.0113,-0.0060,91958.17,810.78,-0.04,0.0188
4129,-1.42,-1.01,9.44,0.0153,0.0107,-0.0067,91958.17,810.78,-0.03,0.0198
4189,-1.47,-0.98,9.44,0.0153,0.0147,-0.0072,91958.17,810.78,-0.02,0.0224
4246,-1.44,-0.98,9.42,0.0179,0.0115,-0.0025,91958.17,810.78,-0.01,0.0214
4306,-1.40,-1.01,9.43,0.0176,0.0109,-0.0057,91958.17,810.78,-0.01,0.0215
4363,-1.44,-1.03,9.45,0.0172,0.0108,-0.0059,91958.17,810.78,-0.01,0.0211
4423,-1.49,-0.98,9.48,0.0171,0.0124,-0.0072,91958.17,810.78,-0.00,0.0223
4480,-1.43,-1.00,9.45,0.0160,0.0132,-0.0044,91958.34,810.77,-0.08,0.0212
4543,-1.45,-1.02,9.44,0.0201,0.0140,-0.0076,91958.34,810.77,-0.06,0.0257
4602,-1.41,-0.98,9.46,0.0179,0.0119,-0.0073,91958.34,810.77,-0.04,0.0227
4661,-1.47,-1.01,9.50,0.0176,0.0104,-0.0067,91958.34,810.77,-0.03,0.0215
4720,-1.50,-1.43,9.44,0.0369,0.0288,0.0151,91958.34,810.77,-0.02,0.0492
4779,-1.25,-1.01,9.65,0.0159,0.0124,-0.0084,91958.34,810.77,-0.01,0.0218
4838,-1.48,-1.04,9.56,0.0147,0.0099,-0.0059,91958.34,810.77,-0.01,0.0186
4897,-1.41,-1.01,9.42,0.0184,0.0088,-0.0045,91958.34,810.77,-0.01,0.0209
4965,-1.48,-1.01,9.46,0.0160,0.0092,-0.0093,91958.52,810.75,-0.07,0.0207
5022,-1.42,-0.99,9.44,0.0172,0.0133,-0.0067,91958.52,810.75,-0.05,0.0227
5082,-1.47,-1.00,9.40,0.0156,0.0133,-0.0047,91958.52,810.75,-0.04,0.0210
5139,-1.40,-1.06,9.42,0.0192,0.0104,-0.0057,91958.52,810.75,-0.03,0.0226
