millis,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,pressao_Pa,altura_m,vz_ms,mag_giroscopia_rads
2379,2.29,-7.04,6.56,-0.3529,-0.0490,-0.2425,92329.09,777.43,0.00,0.4310
2436,2.74,-7.09,6.03,0.0025,-0.0424,-0.0761,92329.44,777.40,-0.17,0.0871
2494,2.47,-7.05,6.46,-0.0128,0.0509,-0.1303,92329.44,777.40,-0.12,0.1405
2551,2.78,-6.95,5.82,-0.1065,-0.1106,-0.3289,92329.44,777.40,-0.08,0.3630
2609,2.76,-7.19,6.11,0.0977,0.1096,-0.0144,92329.44,777.40,-0.06,0.1475
2666,3.02,-7.18,5.97,-0.0785,-0.1371,-0.0997,92329.44,777.40,-0.04,0.1868
2728,2.82,-7.21,6.21,0.0930,-0.0201,-0.1298,92329.44,777.40,-0.03,0.1609
2784,3.27,-7.43,6.14,0.3469,0.0105,-0.2757,92329.44,777.40,-0.02,0.4432
2843,3.12,-7.03,6.00,0.4575,0.0517,-0.3392,92329.44,777.40,-0.01,0.5719
2899,2.94,-6.63,6.50,0.6157,0.0476,-0.3377,92329.44,777.40,-0.01,0.7038
2958,3.27,-6.70,6.50,0.8489,0.1981,-0.2244,92330.12,777.34,-0.32,0.9002
3014,3.39,-6.44,7.25,1.4554,0.1047,-0.3593,92330.12,777.34,-0.23,1.5028
3073,3.56,-5.28,7.12,3.6279,0.5391,-0.0829,92330.12,777.34,-0.16,3.6687
3133,3.19,-3.29,9.58,3.4183,0.3810,-1.4931,92330.12,777.34,-0.11,3.7496
3190,2.60,-1.44,8.18,2.9433,-0.2280,-2.0131,92330.12,777.34,-0.08,3.5732
3248,4.07,1.08,8.00,3.9154,-0.2766,-1.5178,92330.12,777.34,-0.05,4.2084
3305,2.58,2.17,7.45,2.5540,0.9268,-1.0549,92330.12,777.34,-0.04,2.9146
3363,2.37,5.15,8.14,2.0442,-0.7613,-1.7880,92330.12,777.34,-0.03,2.8205
3420,2.22,4.81,7.31,0.8371,-0.4430,-1.8418,92330.47,777.31,-0.18,2.0710
3476,1.96,7.13,7.11,0.4988,-1.2464,-0.8728,92330.47,777.31,-0.12,1.6013
3539,2.02,5.83,6.19,0.1820,-1.9979,0.3492,92330.47,777.31,-0.09,2.0364
3595,3.98,6.30,6.40,0.1797,-2.2629,0.3740,92330.47,777.31,-0.06,2.3007
3651,4.22,6.02,5.47,0.4179,-2.5790,0.9651,92330.47,777.31,-0.04,2.7852
3710,7.10,5.63,3.24,0.1635,-2.6385,-0.1482,92330.47,777.31,-0.03,2.6477
3766,5.71,7.60,3.96,0.2441,-1.7380,-0.0286,92330.47,777.31,-0.02,1.7553
3825,7.67,6.61,3.61,0.3456,-0.9485,-0.7123,92330.47,777.31,-0.01,1.2355
3881,4.95,6.79,2.62,-0.6735,-1.0902,0.9811,92330.47,777.31,-0.01,1.6139
3943,7.23,6.14,3.42,0.2324,-1.2785,-0.3377,92330.84,777.27,-0.17,1.3426
4001,6.21,6.77,2.73,-0.1656,0.0103,0.1112,92330.84,777.27,-0.12,0.1998
4058,8.46,5.83,2.46,0.3448,-0.8533,-0.8254,92330.84,777.27,-0.08,1.2363
4116,4.96,7.06,1.11,0.1823,-0.1663,-0.5618,92330.84,777.27,-0.06,0.6136
4173,8.38,6.05,2.24,-0.2522,-0.4331,-0.4679,92330.84,777.27,-0.04,0.6857
4231,7.88,6.34,2.71,-0.4048,-0.2497,-0.7489,92330.84,777.27,-0.03,0.8871
4288,7.13,7.31,2.20,-0.4413,0.2338,-0.5336,92330.84,777.27,-0.02,0.7308
4350,5.57,7.18,2.50,-0.0877,0.2178,-0.5075,92330.84,777.27,-0.01,0.5592
4411,5.81,7.01,2.34,-0.1344,0.2962,-0.6458,92330.84,777.27,-0.01,0.7231
4470,5.37,7.05,2.74,-0.2878,0.3900,-0.4519,92331.19,777.24,-0.17,0.6627
4526,4.83,8.04,2.76,-0.0751,0.0209,-0.4584,92331.19,777.24,-0.12,0.4650
4585,4.49,7.25,2.79,-0.2096,-0.0890,-0.3243,92331.19,777.24,-0.08,0.3962
4641,5.49,7.30,3.41,-0.2870,-0.3099,-0.1502,92331.19,777.24,-0.06,0.4483
4700,4.27,7.99,3.21,-0.2142,-0.0041,0.0534,92331.19,777.24,-0.04,0.2208
4761,4.88,7.45,3.26,-0.1331,-0.1985,0.0670,92331.19,777.24,-0.03,0.2482
4818,4.61,7.85,3.55,-0.0620,0.0036,-0.0272,92331.19,777.24,-0.02,0.0677
4876,4.91,7.48,3.00,-0.0605,-0.0971,0.0376,92331.19,777.24,-0.01,0.1204
4933,5.27,7.40,3.05,-0.0514,0.1013,0.0269,92331.53,777.21,-0.17,0.1167
4991,5.04,7.94,3.32,-0.0245,-0.1207,0.0484,92331.53,777.21,-0.12,0.1323
5048,4.96,7.36,3.25,-0.0995,-0.0253,0.1029,92331.53,777.21,-0.08,0.1453
5106,5.06,7.08,3.18,-0.0638,0.0350,-0.0061,92331.53,777.21,-0.06,0.0731
5166,5.00,7.37,3.16,-0.0618,0.1924,-0.2013,92331.53,777.21,-0.04,0.2852
5225,4.84,7.23,3.24,-0.0325,-0.1491,-0.0372,92331.53,777.21,-0.03,0.1571
5281,5.22,7.47,3.11,-0.1231,0.0160,0.1420,92331.53,777.21,-0.02,0.1886
5340,4.78,7.82,3.60,-0.1308,-0.0606,0.0624,92331.53,777.21,-0.01,0.1571
