mass_kg,beta_deg,cd0,n_wings,t_impact,v_impact,spin_rpm,theta_eq_deg,x_impact,y_impact
0.20304717079754434,4.480007946879752,1.1125676793709687,2.0,58.460568125406795,17.097584413616136,505.57214624789964,4.8982215138615866,-81.53703909836152,-77.18109344641196
0.18048964811346163,4.348910246568841,1.0191760604750928,4.0,77.71666639313729,12.74506843409007,371.3649503523543,11.217560948173448,-107.42261942677659,-101.6451869416213
0.1968375740765642,4.991599421247855,0.872043410863963,4.0,74.90354853659288,13.235732455868892,394.1254643998663,9.881207897735463,-103.63680643752679,-98.0661151155001
0.2077779193542895,5.033015348780608,1.169086181045205,2.0,57.84154072358917,17.28981164056984,519.6764828730642,4.634330613013202,-80.71573915392561,-76.40556467399348
0.20467509342252047,4.570353768558381,1.0553126176123748,4.0,73.53990025888017,13.487060208953642,396.86731986488263,9.734602448711868,-101.79321898852628,-96.32332939126093
0.20878450301307275,4.975037044506873,0.972270645468211,2.0,57.708659325448416,17.33120076380833,520.0571764502458,4.627321596400397,-80.53719451575152,-76.23687686395313
0.1931907045559606,5.611270669337015,0.9768205776896797,4.0,75.63222638783382,13.106617768631384,397.3115777169493,9.71768511149065,-104.63492896208423,-99.01006211055532
0.19647866449511772,5.266154592776674,1.0548166096546117,4.0,75.00720210626848,13.217473756430769,396.78673861031615,9.742906508835928,-103.7819635642329,-98.20343199148108
0.2041273261159599,5.215410501503941,1.3212471401305692,2.0,58.33098635655151,17.138996924733267,517.8177965983614,4.66847723948715,-81.3731132162459,-77.02665185989888
0.19487757270928463,4.593113635876061,1.0923969133863243,4.0,75.17561859168079,13.186460663447404,387.8768081989193,10.22015712780312,-103.99940945594805,-98.40894479950252
0.21128972292720893,4.943026271172562,0.8739765284556208,2.0,57.38425103824637,17.43337508858099,522.6651638183711,4.580671867083949,-80.10273573962964,-75.8264591885997
0.206505927878247,5.371627085601721,1.0814731402457793,2.0,58.0156325221507,17.236479658398622,523.123798667265,4.57358077272312,-80.9527969485299,-76.62967173912311
0.19334490292711307,5.11608066153336,1.0175028713711092,4.0,75.52522999849197,13.124117367036247,392.10231990186674,9.990493946684317,-104.47594407192061,-98.85934057570839
0.20871428777948192,5.111797774387341,1.1018370344607842,2.0,57.72045813657593,17.327835454470147,522.0172675141575,4.59258745552038,-80.55467691104802,-76.25346570285711
0.20067579069488892,5.144559699344992,1.094693233875781,2.0,58.801054918397455,16.996109874149376,512.4133720877552,4.768440882901981,-82.00170310849776,-77.62043303574976
0.196803287836427,4.764813672853602,0.9041683227634987,4.0,74.87439977052836,13.240906841215276,391.60031230109394,10.01557919980589,-103.59514435786224,-98.0267566557645
0.19724857748773317,5.747470655617198,0.8701253326460135,4.0,74.9454874510339,13.229818044765075,402.7983369811274,9.440840547208287,-103.71057670228551,-98.13625748124576
0.18317130228384196,4.832557485007112,1.0244129597657508,2.0,61.380744136338855,16.253277051444122,485.35435002284174,5.321641303543208,-85.45488649220515,-80.88269635096113
0.2058622233135928,5.355613289896428,1.1190020852799887,4.0,73.45533088612207,13.503591317745219,406.8181534488855,9.243171129596528,-101.68847313057304,-96.22432620097223
0.19537648207335434,5.428987940628577,0.9713043512677577,2.0,59.55446191469257,16.772892478740218,509.752688178596,4.819633743069557,-83.01410365062438,-78.57698285620931
0.1872431367666208,4.43335639299826,0.8620821570997583,4.0,76.49008482201897,12.954304739495317,378.8195837574506,10.748486521108532,-105.7695907589005,-100.08241066441826
0.20142425736070566,5.345242677033884,0.9359121030495199,2.0,58.70173866730327,17.026508148572205,516.3030271463422,4.696519561676115,-81.8711010156767,-77.49715155796127
0.20158539691076716,5.312795196983668,0.9535980190419643,2.0,58.67896845270676,17.03332115994998,516.0329305421996,4.701413006191478,-81.84023096486555,-77.46797574910039
0.1933807405893335,4.818473076717464,0.9427393159002506,4.0,75.47120511945798,13.133529417749367,388.9021014845387,10.164259188963074,-104.39941326240105,-98.7870087440964
0.18804160354410962,5.243486240392791,0.9295896489695914,4.0,76.49392905023704,12.954739494093744,388.265255023334,10.202400613398046,-105.78935603077745,-100.1012480492712
0.2048074665890591,5.223265588014972,1.099807766345918,4.0,73.60989433903646,13.474502237010075,404.3283514434067,9.362737567295108,-101.89595178720165,-96.42048119760399
0.1990151451549058,4.788350843977923,0.9880422683640402,4.0,74.50482394460052,13.308307218732443,393.9690100866522,9.888316447517687,-103.09764337532016,-97.55647556759216
0.18552887527576914,4.338650193822799,0.8504129758597777,2.0,60.99629582505327,16.35857643318383,481.43778531283493,5.408448914733852,-84.93293644200793,-80.38928982822169
0.20399774226723438,4.547260472319969,0.9432756168940916,4.0,73.64584451465079,13.467126858130937,395.9749657119867,9.780983817085673,-101.935611353304,-96.45793041766329
0.19643736028938574,5.368757784233543,0.8599573479985184,4.0,75.03026528539682,13.213621681540337,397.86804217480693,9.687536570742491,-103.81602578975732,-98.23571793929655
0.1979456244213237,4.524988972544709,0.9491450386149156,2.0,59.16730893995227,16.88505174438539,499.88871116864124,5.011779402284608,-82.48405597019,-78.07576455007202
0.18272679576807652,5.217211821772929,1.0356603403498417,2.0,61.46201441443083,16.231782597032307,490.1494542156081,5.217612559354183,-85.56879427311169,-80.99050740746813
0.19405850044303208,4.276971072805773,1.0108194261570804,2.0,59.715642394163716,16.72307872498304,491.38663778203954,5.188411732452218,-83.21502755059085,-78.76617878265897
0.20232676211354705,5.0109260727617215,1.2402668336981373,4.0,73.98634501492774,13.403932326868357,399.59283460272536,9.597248074931453,-102.40019632448468,-96.89710996794506
0.19760644372526978,4.488251253689068,1.0268913452434474,4.0,74.69280720768937,13.273609339874234,389.313401224866,10.139374149894312,-103.34626964137505,-97.79145433006686
0.21359187575240438,5.417555622957289,1.0535306588724265,2.0,57.09964844288984,17.52520594113777,532.6603508320732,4.409725507615625,-79.72761208395403,-75.47236092500124
0.21463302891219563,4.405618472838574,0.9040372700875379,2.0,56.949934923256876,17.57084361661219,518.5565244197392,4.653025292655778,-79.5150218025249,-75.27100453519414
0.19610190196844232,4.311656926221845,1.0952726420221606,4.0,74.91617582586159,13.23276207476548,385.94369933248623,10.32778474849501,-103.64398383616214,-98.07284258961222
0.19777777302901228,4.264596852748671,0.8476631378188688,2.0,59.18349523733127,16.879549068395686,495.8527052781558,5.094098842937432,-82.50203060458325,-78.09258501206364
0.20838126567894383,5.998365445845893,1.4370793699010993,4.0,73.12913358750099,13.566938303517237,416.4537039657634,8.803172888786182,-101.26326961595561,-95.82277352690834
0.20414409433275998,4.5052309399840675,0.6801930578903037,4.0,73.61551161999328,13.472735485544138,395.63835065296007,9.798375059885153,-101.89387397324215,-96.41846244236733
0.19187058904689674,4.792321369910157,0.9081854801410287,2.0,60.05104095440682,16.62732127526808,496.07208173939387,5.090973739627348,-83.67196112559348,-79.19819291789936
0.19859209113583615,5.5329901153938215,1.0235572851168018,4.0,74.6861649787379,13.27637606487221,401.76865642944915,9.490764819639873,-103.35569328614426,-97.80064383028358
0.1896434624717419,4.162658527647822,0.9270538136390004,2.0,60.36290575157396,16.536387766638367,484.16443848521476,5.346281373322363,-84.08081580867622,-79.58407857981761
0.1994621744918168,5.883964956789941,1.019541178220933,2.0,58.98260598949609,16.943081239582796,521.6177531581346,4.601516765706724,-82.25296919974663,-77.85811905157992
0.1950070440146085,4.407528116791488,0.8552324856651442,2.0,59.582595633228756,16.76228685532944,494.48185767545095,5.1231570446728725,-83.03870156623158,-78.59967901039144
0.19274773935464248,6.064234866217582,0.8767919981163421,2.0,59.9478224309415,16.659547597440564,515.3799832194159,4.715243296189315,-83.54791245425127,-79.08153990789377
0.19097072821912975,5.465786506437122,1.0577426449158795,4.0,76.00364927392125,13.040773887781127,393.54603136463743,9.914929069614226,-105.13307831096742,-99.48093336624564
0.1984336210234191,4.979618736932283,0.9017818456855915,2.0,59.11016758393559,16.90320321413428,507.1574759256488,4.86856785799625,-82.41372336642472,-78.00959012010371
0.19545016519659222,4.387197118116376,0.8083093638520571,2.0,59.51826776645823,16.781078255767177,494.7419762185296,5.117626154786115,-82.95220891802057,-78.51795273518388
0.2017258791772212,5.789545628205217,1.0239987420360157,2.0,58.6675454617765,17.03770992024668,523.1764550044555,4.573625380002918,-81.83009924816963,-77.458604549161
0.20285826139602545,5.653000870853412,1.0329073752045785,4.0,73.98738877688909,13.405101874870274,407.244242691379,9.224460991363095,-102.4153490370618,-96.91175666618193
0.19589072769166263,5.553144355029945,1.0643134657692421,4.0,75.15222756528355,13.192161978098556,399.34419917899766,9.613014322611871,-103.9854825241026,-98.39605234900745
0.20183234437221909,4.3877654841397495,0.7947761201131502,4.0,73.97299493089128,13.405785958145325,392.1629445927118,9.98277106049721,-102.37356167183451,-96.87187446909113
0.2165092793223125,5.861832860391648,0.97307211800761,4.0,71.84763319480633,13.815068674876038,422.6961842759306,8.532748867780077,-99.53290061013972,-94.18705017213209
0.21461444292242204,4.446477158978256,0.8657909471566261,2.0,56.95318436732614,17.569907947192366,519.1599380525302,4.642192963390046,-79.51991954251726,-75.27566019992007
0.20643326794689046,4.802697438570205,0.9992317199919893,2.0,58.014161834908755,17.23559331953727,514.5695001770838,4.727251232732173,-80.94383199405723,-76.62090387062936
0.20337574548798934,5.703740930656858,1.0135877360352619,2.0,58.441015764256115,17.106399008600636,524.0426674465873,4.558150556757934,-81.52599490323841,-77.17129826725589
0.2064393879327686,3.9749139494844887,0.9926922397104823,4.0,73.16056304380079,13.557581005533295,391.745949607647,10.00279182781791,-101.26952678552585,-95.82801209511254
0.18781186939576372,4.560923816535625,0.9498814838948781,4.0,76.41191386648693,12.96791832930786,380.73751176481534,10.63360030512087,-105.66553787779272,-99.98401577485303
0.20915902542356013,4.336803641130218,1.0045947238891626,2.0,57.64564046157282,17.349326539417728,510.9055954020952,4.794902152634403,-80.44455967383837,-76.14900236291201
0.20488514187449264,4.757915283333211,0.9508490358457059,2.0,58.21949103765319,17.17210880924147,511.98330461512154,4.775585286162196,-81.21807947890723,-76.87994954023073
0.21002757825304605,5.269057718501963,1.2006097161164115,4.0,72.78144743308673,13.631921165671113,409.79572441867583,9.101999573117476,-100.77983282898836,-95.36543758011774
0.193040573883293,4.88807059155975,1.0363745186906832,2.0,59.88150282430957,16.676483592534847,498.9510707158066,5.031880062515992,-83.44593585009326,-78.98470552502705
0.20176573358453712,4.457805963883317,1.0135734672441812,4.0,73.99551716309205,13.401731298526258,392.88500354106117,9.944287209277734,-102.40531646025845,-96.90191710304795
0.22517474037533922,5.938422305640835,0.8720134974161771,2.0,55.700113843099324,17.986964586339205,554.8665593674448,4.061765663394479,-77.86212501977462,-73.71057089094401
0.19712616638450825,4.268278999081499,0.911393947905477,4.0,74.73481594195988,13.265563654273386,386.4279417255805,10.299927284636235,-103.39841451026032,-97.84066946065332
0.21205853620888235,4.635458081128196,0.9018780339898305,2.0,57.27978193110186,17.465793541677904,518.9515828927128,4.646445473898758,-79.95910961746532,-75.69061845193542
0.17852710970261346,4.918667039727546,0.8406378382210655,4.0,78.21177173552731,12.663188236380627,375.37297443249844,10.964847575436197,-108.1003852693172,-102.28600425048798
0.22211041960592173,4.735280286316963,0.8684708832748618,4.0,70.89326491096244,14.004397314890584,414.7869205840431,8.870751826201198,-98.22927655008414,-92.95447770594905
0.19905737445747443,4.121135804321685,0.7799432131913514,4.0,74.38444434143997,13.329275134376303,386.5988517465948,10.289289648279569,-102.9226448822308,-97.39082244976149
0.1871257741872597,4.45160721077268,1.2755370292481971,2.0,60.75418343328279,16.426566676066674,485.0996773023676,5.326222313985494,-84.60990857643085,-80.08416313237036
0.2290506716924041,4.414216685587329,0.9447626564817955,2.0,55.23314227051001,18.142607717378983,535.7176180908626,4.356679621039067,-77.22129057758673,-73.1045625079665
0.21728697644405592,4.5065714607858816,0.9632083231086835,2.0,56.6234029525683,17.677004043283592,523.2866627575506,4.568631564897397,-79.07981096485489,-74.85998614444541
0.20777337576061744,5.21738303723331,0.9435765893154852,4.0,73.13184657682179,13.564843311584806,407.07961145027394,9.22992237980586,-101.25138527366886,-95.81117548651986
0.18625104191630018,4.880913128012668,0.9600418764986567,2.0,60.90129840924882,16.386276445593747,490.0672048652183,5.218471564246944,-84.81260930882492,-80.27589178294761
0.20232169889626256,4.722336390590492,1.0707307783817708,4.0,73.94635377853582,13.411322294992429,396.3662921802363,9.761599214368664,-102.34407813149663,-96.84412295895838
0.20155429327668467,5.175878204199602,1.0079733021366801,4.0,74.13741082412348,13.37615763436811,400.69067866368385,9.542729307099487,-102.60655518618593,-97.09222009371582
0.20000084393091416,4.639220983228577,1.0474741392509963,2.0,58.8828647009781,16.97028581495588,504.14094235580023,4.926855984686254,-82.10468396782213,-77.71743753286825
0.22814083863264784,6.046584154465298,1.2360032353712864,2.0,55.358116953044686,18.103556809851547,560.1637880904394,3.9848882536349817,-77.40630837239387,-73.28010763546592
0.20385846552556502,4.618471395152616,0.8331382792024873,2.0,58.35426049813173,17.130412041394333,508.6354775284037,4.83905339757866,-81.39662095788587,-77.04852997352533
0.2026274922514714,5.240071701695806,0.7383121019538711,4.0,73.96881710621204,13.407484649350396,402.43284866191874,9.456081752482554,-102.38014846675549,-96.8782051670268
0.2092743848155818,5.227210169107181,0.8334353973378283,2.0,57.64959886790981,17.350327418555676,524.4397236129832,4.550062694463432,-80.46125168103997,-76.16527172076432
0.2026371720435652,5.026233399178122,0.9561743221294667,4.0,73.93749922905623,13.413037422260807,400.0589166504701,9.573718405090355,-102.33462466357653,-96.83512999643962
0.1989651173193404,4.874011310896558,1.0228843768153704,4.0,74.52446652723468,13.304441282061484,394.86897807286886,9.841093472942605,-103.12276495288268,-97.58009994234315
0.17433341559068705,4.881574867745158,1.026476863205867,4.0,79.02441593193781,12.53023763571595,370.7734132309643,11.259912980172304,-109.19789642719664,-103.32370208593144
0.202959939896871,4.814042709339355,0.7364917326282125,2.0,58.48062848162763,17.09234345948906,510.420262910604,4.805357369951541,-81.5684285701703,-77.21094803251161
0.21727350214164187,4.233069297541931,1.1295742020547284,2.0,56.61893830835629,17.67770274914572,519.0523530127888,4.643584305390227,-79.07019666152401,-74.85073541261603
0.19671474776877107,4.969337827085576,0.8420652233944077,2.0,59.35307619525872,16.8311650542129,504.8227662879933,4.914245658243853,-82.73893592428011,-78.3168155903777
0.2130004459469896,5.291327620993854,1.2598467408114917,2.0,57.17250606495356,17.50161589862295,530.025818286125,4.453839095401803,-79.8236778785223,-75.56304487632119
0.21177411888977696,5.2195433394647885,1.261590178925169,2.0,57.32731288220284,17.452112948460123,527.4277380924294,4.498110007826573,-80.02993364582584,-75.75783874779519
0.2082798817679706,4.851714523232646,1.0099818723788807,4.0,73.00493396364917,13.588911640686158,403.4162506250508,9.405314950663213,-101.07717459374473,-95.64654498005856
0.19302576176699723,5.494791967297426,0.8232544565327702,4.0,75.6436519524584,13.104332994750543,395.89037460412897,9.791024508782256,-104.64764309857466,-99.02202696047146
0.19809348942494842,5.585623546733659,1.1126303483096889,4.0,74.77854881877182,13.259722554525473,401.8586021130382,9.48658341811626,-103.48175160659339,-97.91985001348611
0.21820646157646803,5.365387345569323,0.7641939616520139,4.0,71.538334598989,13.875295267733353,418.56574693163833,8.707163008028562,-99.10592074708191,-93.78318196418212
0.18827992807405186,4.740860078816863,1.2266842649915082,2.0,60.587059081221206,16.47431500869951,490.71256932429435,5.2041873786364,-84.3897134436939,-79.87627880566355
0.20637533810897696,4.650534785710627,0.8479423950339402,2.0,58.0183833751903,17.233894161281196,512.2233025417793,4.770786488313005,-80.94748035865759,-76.62426329767048
0.18783439850618874,4.664429861301709,1.0468014207326866,2.0,60.65258074720187,16.455654805948402,489.047551962032,5.2399679709475775,-84.47657310437985,-79.95830528373428
0.21155312036106697,5.30438073611222,0.656306573710285,4.0,72.54696490048019,13.677186196949329,411.635887382611,9.016932390866705,-100.46431661659429,-95.0671967750763
0.20072033573232578,5.2069451426863465,1.2424314522476811,4.0,74.28040410280087,13.349795811551576,400.2348605163593,9.56588251390788,-102.79980660457365,-97.27490397512223
0.17936761723195258,4.704448287404447,1.0886359484190031,4.0,78.00544714251791,12.697082742886536,373.9813783150711,11.051426032894033,-107.81735570668955,-102.0183502015907
0.2147594904805351,5.184178306350329,1.1269875978765107,2.0,56.94932540473227,17.572998917789544,530.5737455947258,4.444297454600006,-79.5239014255888,-75.27982637223552
0.19429056338478207,5.406881844983105,1.1602707333983557,4.0,75.40815269115001,13.145973286093067,396.1829849895728,9.775197811149454,-104.32731989890787,-98.7191237035322
0.20234400892698698,5.135171619640863,0.8704982102890928,4.0,74.00113151278447,13.401356414614936,400.9936860769514,9.527271394614626,-102.42215109958072,-96.91789188727373
0.1985247131975965,4.9237387337738205,1.0575090796530242,2.0,59.09606423316671,16.907268575301014,506.4568403851965,4.88208026052211,-82.39409900089849,-77.99101752428237
0.18941463918021592,4.937495484840211,1.222218332148846,4.0,76.19209777851432,13.00651147130168,386.3396099105043,10.309181063549435,-105.3741580082151,-99.70853798974282
0.19256411771187437,4.58887499135484,1.030345928774679,4.0,75.57555825781893,13.114997088574585,385.6179982172053,10.348175016689012,-104.53874597348579,-98.9188109807123
0.2001142605556066,5.664480295218494,1.128519097384979,2.0,58.88836945818374,16.970916426393163,519.2803180692249,4.642981032832542,-82.12446883125189,-77.73663989648786
0.20841820066890063,5.277058250662047,1.3491479650519127,4.0,73.03673850799,13.583036820923509,408.3645773693236,9.169244068829482,-101.12403276347243,-95.69080249860916
0.17996477707933486,5.80212718075857,0.9313450853564762,4.0,78.10131117156475,12.682950739695293,385.99051764376026,10.33441145407775,-107.96981448555213,-102.16281045035626
0.20107880444343035,5.654775342430264,0.7596610688411612,2.0,58.75465894042749,17.011151134470982,520.3807713695146,4.623113523970915,-81.9453863277253,-77.56746337707749
0.18398722062881148,4.602931854987288,1.065945490902549,2.0,61.24524207096193,16.29012480119133,483.1887499981637,5.369501601012541,-85.2702498394644,-80.70813321581828
0.20524187842812772,5.138137089664277,0.7880851174161451,2.0,58.179804048874395,17.1852566071531,518.0754681363826,4.663595831781766,-81.16982164259373,-76.83457052546676
0.20054353585390383,4.7641119831808325,1.0689078657574917,4.0,74.2462778261061,13.355838106181709,395.151444273565,9.825535114725822,-102.74908359837963,-97.22698918998812
0.2070195362622127,5.069120716029341,1.114019962806378,4.0,73.23231833069894,13.545450708689765,404.6930685461405,9.34408861168694,-101.38381483781505,-95.93629494988734
0.20530064705601467,4.647663368565059,0.9730582879252813,4.0,73.45090239821776,13.503955090861334,398.32322918329857,9.659921635607926,-101.67470492620382,-96.21132407926933
0.20196776096656957,5.410264237708709,0.9409388241663141,2.0,58.62827610647663,17.048873856569063,517.9471479300935,4.666578813129083,-81.77348329798224,-77.40496702106405
0.19734161208084622,4.941228916335935,1.124427856303611,4.0,74.80994665060288,13.252643163522855,394.0564150179114,9.88458082676643,-103.50981081228737,-97.9460504908589
0.18006939628945845,4.351763835962619,0.7776721903835769,2.0,61.86086142916773,16.121312820460307,474.55081682494915,5.569073376701247,-86.09239812843992,-81.48478394866868
0.19321735559844824,5.3747169498638705,0.9572673900426137,4.0,75.59106939077957,13.113345995920566,394.78051784275425,9.848742317929213,-104.57349579003208,-98.95184187390024
